AGE,FG3M,FTM,FTA,OREB,TOV,STL,BLK,BLKA,PFD,DD2_RANK,TD3_RANK,All_Star_Selection
0.25,0,0.068627,0.089431,0.254545,0.087719,0.233333,0.135135,0.095238,0.102041,0.565543,0.333333,0
0.208333,0,0,0,0,0.070175,0,0,0,0.081633,0.756554,0.333333,0
0.083333,0.037736,0.029412,0.04065,0.018182,0.175439,0.033333,0,0.047619,0.061224,0.756554,0.333333,0
0.333333,0,0.058824,0.105691,0.218182,0.192982,0.1,0.243243,0.190476,0.102041,0.756554,0.333333,0
0.208333,0.113208,0.205882,0.211382,0.090909,0.333333,0.266667,0.054054,0.380952,0.214286,0.40824,0.333333,0
0.333333,0,0.176471,0.292683,0.290909,0.280702,0.333333,0.216216,0.095238,0.22449,0.565543,0.333333,0
0.416667,0,0.372549,0.398374,0.545455,0.45614,0.3,0.108108,0.714286,0.408163,0.044944,0.025641,0
0.5,0,0.215686,0.219512,0.327273,0.245614,0.266667,0.189189,0.238095,0.255102,0.142322,0.333333,0
0.166667,0,0.107843,0.170732,0.563636,0.192982,0.166667,0.540541,0.238095,0.204082,0.220974,0.333333,0
0.208333,0,0.04902,0.089431,0.072727,0.105263,0.133333,0,0.047619,0.081633,0.756554,0.333333,0
0.166667,0,0.107843,0.154472,0.436364,0.245614,0.3,0.054054,0.380952,0.173469,0.220974,0.333333,0
0.125,0.075472,0.421569,0.430894,0.109091,0.350877,0.266667,0.081081,0.52381,0.397959,0.756554,0.333333,0
0.083333,0,0.401961,0.471545,0.745455,0.473684,0.5,0.324324,0.761905,0.571429,0.018727,0.333333,0
0.25,0.056604,0.058824,0.056911,0.218182,0.087719,0.166667,0,0.238095,0.05102,0.756554,0.333333,0
0.458333,0,0,0.01626,0.218182,0.122807,0.066667,0.135135,0.047619,0.030612,0.756554,0.333333,0
0.5,0.150943,0.019608,0.02439,0.018182,0.070175,0.133333,0.027027,0.047619,0.040816,0.756554,0.333333,0
0.375,0.113208,0.137255,0.130081,0.054545,0.298246,0.433333,0.081081,0.190476,0.153061,0.756554,0.333333,0
0.208333,0,0.039216,0.04065,0.054545,0.017544,0,0,0,0.040816,0.756554,0.333333,0
0.75,0.113208,0.088235,0.089431,0.036364,0.210526,0.266667,0.027027,0.142857,0.122449,0.756554,0.333333,1
0.375,0.396226,0.460784,0.447154,0.072727,0.701754,0.4,0.108108,0.428571,0.469388,0.06367,0.333333,0
0.208333,0.018868,0.137255,0.178862,0.272727,0.140351,0.233333,0.054054,0.285714,0.173469,0.756554,0.333333,0
0.375,0,0.196078,0.162602,0.545455,0,0.333333,0,0,0.102041,0.756554,0.333333,0
0.041667,0,0.186275,0.243902,0.436364,0.280702,0.2,0.27027,0.380952,0.22449,0.131086,0.333333,1
0.166667,0.264151,0.490196,0.495935,0.127273,0.54386,0.3,0.189189,0.428571,0.438776,0.198502,0.333333,0
0.083333,0.113208,0.205882,0.243902,0.218182,0.210526,0.166667,0.135135,0.333333,0.193878,0.464419,0.333333,0
0.125,0,0.098039,0.121951,0.2,0.140351,0.166667,0.081081,0.142857,0.102041,0.756554,0.333333,0
0.416667,0.226415,0.245098,0.268293,0.036364,0.333333,0.333333,0.054054,0.190476,0.295918,0.565543,0.333333,0
0.208333,0,0.04902,0.065041,0.145455,0.087719,0.066667,0.054054,0.142857,0.071429,0.756554,0.333333,1
0.625,0.245283,0.5,0.463415,0.127273,0.333333,0.233333,0.135135,0.238095,0.520408,0.164794,0.333333,1
0.291667,0,0.058824,0.065041,0.2,0.157895,0.233333,0.162162,0.095238,0.071429,0.756554,0.333333,0
0.166667,0,0.088235,0.089431,0.054545,0.140351,0.1,0.054054,0.047619,0.091837,0.756554,0.333333,0
0.208333,0.018868,0.068627,0.073171,0.090909,0.263158,0.133333,0.027027,0.238095,0.102041,0.756554,0.333333,0
0.208333,0.09434,0.078431,0.081301,0.072727,0.105263,0.1,0.135135,0.190476,0.091837,0.756554,0.333333,0
0.291667,0.320755,0.127451,0.130081,0.181818,0.140351,0.333333,0.108108,0.190476,0.122449,0.322097,0.333333,0
0.458333,0.056604,0.303922,0.300813,0.418182,0.333333,0.266667,0.162162,0.285714,0.295918,0.131086,0.025641,0
0.291667,0,0.509804,0.861789,0.672727,0.561404,0.5,0.567568,0.47619,0.867347,0.003745,0.333333,0
0.458333,0.056604,0.470588,0.495935,0.272727,0.45614,0.566667,0.351351,0.285714,0.418367,0.367041,0.333333,0
0.166667,0.075472,0.019608,0.01626,0.018182,0.105263,0.1,0.027027,0.095238,0.030612,0.756554,0.333333,0
0.458333,0,0,0,0.090909,0,0,0,0,0,0.756554,0.333333,0
0.708333,0.056604,0.156863,0.154472,0,0.157895,0.033333,0,0.142857,0.132653,0.756554,0.333333,0
0.208333,0,0.04902,0.04878,0.145455,0.105263,0.1,0.189189,0.142857,0.05102,0.565543,0.333333,0
0.583333,0.037736,0.058824,0.073171,0.109091,0.298246,0.366667,0.108108,0.047619,0.122449,0.756554,0.333333,0
0.166667,0,0.107843,0.130081,0.363636,0.175439,0.2,0.27027,0.142857,0.163265,0.322097,0.333333,0
0.416667,0,0.039216,0.04878,0.054545,0.122807,0,0.027027,0.095238,0.030612,0.756554,0.333333,1
0.666667,0.075472,0.009804,0.01626,0.090909,0.052632,0.3,0.054054,0.047619,0.091837,0.756554,0.333333,0
0.25,0.056604,0.078431,0.065041,0.090909,0.052632,0.1,0.081081,0.142857,0.081633,0.756554,0.333333,0
0.25,0,0.137255,0.154472,0.290909,0.157895,0.233333,0.459459,0.190476,0.193878,0.756554,0.333333,1
0.166667,0.056604,0.029412,0.065041,0.054545,0.035088,0.1,0.027027,0.095238,0.071429,0.756554,0.333333,0
0.583333,0,0.137255,0.154472,0.436364,0.192982,0.333333,0.432432,0.238095,0.173469,0.164794,0.333333,0
0.416667,0,0.137255,0.219512,0.472727,0.245614,0.2,0.27027,0.238095,0.214286,0.322097,0.333333,0
0.041667,0,0.107843,0.130081,0.290909,0.140351,0.1,0.081081,0.285714,0.132653,0.565543,0.333333,0
0.125,0.037736,0.068627,0.089431,0.109091,0.210526,0.266667,0.108108,0.047619,0.102041,0.756554,0.333333,0
0.333333,0,0.029412,0.04065,0.236364,0.140351,0.1,0.135135,0.142857,0.030612,0.756554,0.333333,0
0.166667,0.207547,0.529412,0.585366,0.036364,0.473684,0.466667,0.108108,0.428571,0.622449,0.756554,0.333333,0
0.25,0.132075,0.039216,0.03252,0.054545,0.210526,0.2,0,0,0.030612,0.756554,0.333333,0
0.708333,0,0,0,0.127273,0.035088,0.033333,0.081081,0,0.030612,0.756554,0.333333,0
0.25,0.169811,0.235294,0.252033,0.6,0.22807,0.233333,0.189189,0.285714,0.316327,0.086142,0.333333,0
0.166667,0.037736,0.107843,0.138211,0.072727,0.280702,0.2,0.081081,0.238095,0.173469,0.322097,0.333333,1
0.708333,0,0,0,0,0.035088,0.066667,0.054054,0,0,0.756554,0.333333,0
0.458333,0.150943,0.04902,0.04878,0.036364,0.070175,0.233333,0.216216,0.047619,0.071429,0.756554,0.333333,0
0.333333,0.113208,0.137255,0.154472,0.109091,0.192982,0.166667,0.027027,0.238095,0.142857,0.464419,0.333333,0
0.333333,0.283019,0.088235,0.089431,0.036364,0.192982,0.166667,0,0.142857,0.153061,0.756554,0.333333,0
0.291667,0.207547,0.176471,0.186992,0.109091,0.175439,0.266667,0.081081,0.095238,0.214286,0.756554,0.333333,0
0.291667,0.264151,0.156863,0.170732,0.090909,0.315789,0.3,0.135135,0.095238,0.173469,0.756554,0.333333,0
0.208333,0.037736,0.27451,0.300813,0.218182,0.315789,0.3,0.108108,0.285714,0.408163,0.565543,0.333333,0
0.416667,0.150943,0.303922,0.317073,0.272727,0.333333,0.5,0.162162,0.47619,0.428571,0.198502,0.333333,0
0.458333,0.150943,0.039216,0.04878,0.018182,0.122807,0.2,0.027027,0.095238,0.05102,0.756554,0.333333,0
0.291667,0,0.186275,0.219512,0.327273,0.210526,0.233333,0.081081,0.333333,0.234694,0.292135,0.333333,0
0.291667,0.188679,0.22549,0.235772,0.145455,0.421053,0.433333,0.054054,0.238095,0.27551,0.220974,0.333333,0
0.125,0.150943,0.284314,0.284553,0.163636,0.298246,0.266667,0.162162,0.238095,0.285714,0.565543,0.333333,0
0.833333,0.056604,0.166667,0.178862,0.109091,0.22807,0.266667,0.162162,0.285714,0.204082,0.756554,0.333333,0
0.125,0,0.294118,0.333333,0.654545,0.421053,0.433333,0.189189,0.52381,0.357143,0.029963,0.333333,0
0.083333,0,0,0,0.109091,0.017544,0.1,0.162162,0.142857,0,0.756554,0.333333,0
0.291667,0,0.04902,0.056911,0.163636,0.105263,0.233333,0.405405,0.142857,0.071429,0.756554,0.333333,0
0.25,0.132075,0.147059,0.146341,0.054545,0.385965,0.3,0.027027,0.238095,0.183673,0.292135,0.333333,0
0.333333,0,0.068627,0.097561,0.290909,0.157895,0.333333,0.243243,0.285714,0.122449,0.464419,0.333333,1
0.416667,0,0.215686,0.227642,0.163636,0.175439,0.066667,0.027027,0.142857,0.204082,0.756554,0.333333,0
0.25,0,0,0,0,0,0,0,0,0.030612,0.756554,0.333333,0
0.333333,0,0.04902,0.056911,0.145455,0.105263,0,0.189189,0.047619,0.061224,0.756554,0.333333,0
0.25,0,0.068627,0.081301,0.145455,0.070175,0.033333,0.135135,0.047619,0.081633,0.756554,0.333333,0
0.166667,0,0.029412,0.056911,0.163636,0.052632,0.066667,0.216216,0.190476,0.030612,0.756554,0.333333,0
0.583333,0.320755,0.127451,0.146341,0.090909,0.473684,0.266667,0.081081,0.095238,0.163265,0.756554,0.333333,0
0.208333,0.207547,0.04902,0.04878,0.054545,0.192982,0.2,0.054054,0.142857,0.071429,0.756554,0.333333,0
0.25,0,0.147059,0.195122,0.327273,0.140351,0.2,0.135135,0.190476,0.204082,0.756554,0.333333,0
0.375,0,0.098039,0.081301,0,0.087719,0,0,0.238095,0.05102,0.756554,0.333333,0
0.125,0.150943,0.147059,0.146341,0.127273,0.333333,0.566667,0.027027,0.238095,0.214286,0.756554,0.333333,0
0.166667,0.245283,0.235294,0.227642,0.127273,0.280702,0.266667,0.027027,0.238095,0.27551,0.40824,0.333333,0
0.166667,0.018868,0.029412,0.03252,0.054545,0.087719,0.2,0.027027,0.095238,0.05102,0.756554,0.333333,0
0.375,0,0.127451,0.146341,0.218182,0.210526,0.266667,0.081081,0.380952,0.214286,0.40824,0.333333,0
0.375,0.245283,0.186275,0.195122,0.054545,0.438596,0.166667,0,0.333333,0.306122,0.265918,0.025641,0
0.166667,0,0.156863,0.203252,0.454545,0.22807,0.2,0.162162,0.285714,0.22449,0.198502,0.333333,0
0.375,0.320755,0.215686,0.195122,0.054545,0.175439,0.133333,0.027027,0.142857,0.204082,0.756554,0.333333,0
0.291667,0.358491,0.107843,0.130081,0.145455,0.22807,0.5,0.054054,0.142857,0.153061,0.756554,0.333333,0
0.166667,0,0.019608,0.02439,0.109091,0.070175,0.033333,0.108108,0.095238,0.040816,0.756554,0.333333,0
0.208333,0,0.127451,0.219512,0.490909,0.245614,0.2,0.594595,0.285714,0.234694,0.11236,0.333333,0
0.625,0,0.019608,0.065041,0.127273,0.105263,0.033333,0.081081,0.047619,0.081633,0.756554,0.333333,0
0.625,0.056604,0.039216,0.04065,0.036364,0.245614,0.166667,0.054054,0.095238,0.05102,0.756554,0.333333,0
0.541667,0.245283,0.313725,0.276423,0.054545,0.333333,0.3,0.054054,0.285714,0.234694,0.756554,0.333333,0
0.541667,0.056604,0.029412,0.02439,0.054545,0.175439,0.033333,0.162162,0.142857,0.010204,0.756554,0.333333,0
0.458333,0.283019,0.117647,0.121951,0.090909,0.421053,0.233333,0.027027,0.333333,0.214286,0.367041,0.333333,0
0.166667,0.075472,0.078431,0.081301,0.054545,0.105263,0.066667,0,0.142857,0.071429,0.756554,0.333333,1
0.125,0.339623,0.490196,0.487805,0.090909,0.385965,0.333333,0.054054,0.380952,0.428571,0.756554,0.333333,0
0.25,0.056604,0.127451,0.154472,0.218182,0.280702,0.366667,0.378378,0.333333,0.153061,0.40824,0.333333,1
0.5,0.169811,0.04902,0.04878,0.018182,0.035088,0.1,0.054054,0,0.071429,0.756554,0.333333,0
0.458333,0.037736,0.117647,0.105691,0.381818,0.140351,0.266667,0.189189,0.142857,0.132653,0.565543,0.333333,0
0.125,0,0.058824,0.089431,0.327273,0.192982,0.233333,0.162162,0.142857,0.112245,0.464419,0.333333,0
0.541667,0.207547,0.039216,0.03252,0.036364,0.175439,0.133333,0,0.047619,0.071429,0.756554,0.333333,0
0.291667,0.226415,0.176471,0.203252,0.272727,0.192982,0.266667,0.081081,0.238095,0.244898,0.464419,0.333333,0
0.458333,0.018868,0.127451,0.146341,0.327273,0.122807,0.233333,0.162162,0.238095,0.214286,0.756554,0.333333,0
0.375,0.169811,0.284314,0.268293,0.090909,0.421053,0.233333,0.054054,0.285714,0.367347,0.322097,0.025641,0
0.583333,0,0.019608,0.04065,0.072727,0.052632,0.033333,0.027027,0.047619,0.071429,0.756554,0.333333,0
0.5,0.056604,0.009804,0.00813,0.018182,0.035088,0.033333,0,0,0,0.756554,0.333333,0
0.833333,0.301887,0.04902,0.04878,0.054545,0.333333,0.566667,0.054054,0.047619,0.081633,0.464419,0.333333,0
0.416667,0,0.088235,0.130081,0.345455,0.192982,0.166667,0.216216,0.238095,0.183673,0.40824,0.333333,0
0.5,0.358491,0.078431,0.105691,0.127273,0.192982,0.333333,0.108108,0.285714,0.142857,0.756554,0.333333,0
0.291667,0,0.078431,0.097561,0.327273,0.175439,0.166667,0.27027,0.285714,0.132653,0.367041,0.333333,1
0.625,0.415094,0.156863,0.146341,0.054545,0.350877,0.4,0.054054,0.238095,0.163265,0.756554,0.333333,1
0.25,0,0.166667,0.227642,0.472727,0.192982,0.233333,0.189189,0.380952,0.265306,0.11236,0.333333,0
0.291667,0,0.088235,0.121951,0.109091,0.052632,0,0.081081,0.142857,0.142857,0.756554,0.333333,0
0.25,0,0.019608,0.03252,0.109091,0.017544,0.066667,0.027027,0.095238,0.040816,0.756554,0.333333,0
0.208333,0,0,0,0.054545,0.087719,0,0.081081,0.238095,0.030612,0.756554,0.333333,0
0.666667,0.018868,0.04902,0.065041,0.290909,0.105263,0.233333,0.027027,0.047619,0.061224,0.756554,0.333333,0
0.208333,0.150943,0.205882,0.227642,0.054545,0.350877,0.533333,0.162162,0.428571,0.234694,0.40824,0.333333,0
0.208333,0,0.029412,0.04878,0.127273,0.035088,0.066667,0.216216,0.047619,0.061224,0.565543,0.333333,0
0.166667,0.132075,0.411765,0.422764,0.090909,0.631579,0.533333,0.081081,0.333333,0.469388,0.265918,0.333333,0
0.291667,0.037736,0.039216,0.04878,0.054545,0.175439,0.1,0,0.190476,0.05102,0.756554,0.333333,1
0.083333,0,0.068627,0.097561,0.236364,0.157895,0.133333,0.135135,0.285714,0.112245,0.565543,0.333333,0
0.583333,0,0.078431,0.097561,0.272727,0.140351,0.1,0.459459,0.238095,0.204082,0.565543,0.333333,0
0.25,0.018868,0.303922,0.325203,0.036364,0.385965,0.4,0.054054,0.142857,0.306122,0.756554,0.333333,0
0.25,0,0.039216,0.04065,0.127273,0.017544,0,0.081081,0.095238,0.030612,0.756554,0.333333,0
0.208333,0.037736,0,0,0.072727,0,0.333333,0,0,0.040816,0.756554,0.333333,0
0.75,0.075472,0.068627,0.065041,0.036364,0.070175,0.1,0.027027,0.142857,0.05102,0.756554,0.333333,0
0.166667,0.264151,0.235294,0.227642,0.054545,0.298246,0.266667,0.027027,0.095238,0.265306,0.565543,0.333333,0
0.166667,0.245283,0.068627,0.065041,0.054545,0.192982,0.166667,0,0.190476,0.081633,0.756554,0.333333,0
0.125,0,0.098039,0.105691,0.090909,0.052632,0.1,0.027027,0.142857,0.081633,0.756554,0.333333,0
0.333333,0,0.235294,0.260163,0.690909,0.245614,0.2,0.378378,0.47619,0.27551,0.048689,0.025641,0
0.208333,0.283019,0.117647,0.105691,0.054545,0.070175,0.2,0,0.190476,0.102041,0.756554,0.333333,0
0.5,0.396226,0.254902,0.252033,0.163636,0.333333,0.266667,0.054054,0.190476,0.285714,0.756554,0.333333,0
0.416667,0,0.078431,0.089431,0.290909,0.122807,0.2,0.351351,0.142857,0.112245,0.756554,0.333333,0
0.541667,0,0.039216,0.056911,0.2,0.140351,0.033333,0.162162,0.142857,0.081633,0.756554,0.333333,0
0.291667,0,0.04902,0.04878,0.218182,0.105263,0.133333,0.108108,0.095238,0.05102,0.756554,0.333333,0
0.416667,0.207547,0.058824,0.056911,0.072727,0.157895,0.133333,0,0.095238,0.091837,0.756554,0.333333,0
0.541667,0.132075,0.058824,0.081301,0.072727,0.175439,0.266667,0.054054,0.190476,0.091837,0.756554,0.333333,0
0.083333,0,0.470588,0.495935,0.127273,0.684211,0.466667,0.243243,0.47619,0.489796,0.101124,0.333333,0
0.25,0,0.019608,0.03252,0.163636,0.052632,0.033333,0,0.095238,0.091837,0.756554,0.333333,0
0.166667,0.018868,0.04902,0.04878,0.181818,0.070175,0.1,0.108108,0.142857,0.071429,0.756554,0.333333,0
0.25,0.09434,0.156863,0.154472,0.272727,0.175439,0.2,0.081081,0.238095,0.163265,0.565543,0.333333,0
0.166667,0.056604,0.098039,0.105691,0.054545,0.210526,0.066667,0.027027,0.190476,0.132653,0.565543,0.333333,0
0.166667,0.226415,0.245098,0.260163,0.127273,0.385965,0.3,0.027027,0.238095,0.255102,0.756554,0.333333,0
0.25,0.264151,0.147059,0.130081,0.036364,0.298246,0.2,0.027027,0.095238,0.153061,0.756554,0.333333,0
0.083333,0.132075,0.009804,0.01626,0.072727,0.105263,0.066667,0.027027,0.047619,0.020408,0.756554,0.333333,0
0.208333,0,0.078431,0.097561,0.290909,0.140351,0.133333,0.189189,0.190476,0.091837,0.322097,0.333333,0
0.083333,0,0.098039,0.121951,0.272727,0.087719,0.166667,0.081081,0.190476,0.112245,0.464419,0.333333,0
0.458333,0.207547,0.107843,0.105691,0.072727,0.350877,0.3,0.027027,0.142857,0.163265,0.164794,0.333333,0
0.416667,0.018868,0,0.00813,0.163636,0.052632,0.133333,0.054054,0.047619,0.030612,0.756554,0.333333,0
0.5,0.056604,0.029412,0.04065,0.2,0.035088,0.166667,0.027027,0.095238,0.05102,0.756554,0.333333,0
0.166667,0.09434,0.039216,0.056911,0.236364,0.087719,0.2,0.135135,0.190476,0.061224,0.565543,0.333333,0
0.541667,0.037736,0.166667,0.186992,0.163636,0.210526,0.233333,0.054054,0.190476,0.173469,0.756554,0.333333,0
0.25,0.018868,0.04902,0.056911,0.218182,0.105263,0.1,0.108108,0.142857,0.05102,0.756554,0.333333,0
0.083333,0.018868,0.039216,0.04065,0.018182,0.175439,0.1,0,0.142857,0.040816,0.756554,0.333333,0
0.291667,0.075472,0.303922,0.398374,0.381818,0.438596,0.466667,0.459459,0.333333,0.418367,0.037453,0.333333,0
0.125,0.188679,0.137255,0.146341,0.163636,0.368421,0.533333,0.081081,0.47619,0.183673,0.565543,0.333333,0
0.166667,0.018868,0.039216,0.04065,0.036364,0.087719,0.133333,0.081081,0.095238,0.040816,0.756554,0.333333,0
0.291667,0.056604,0.068627,0.081301,0,0.210526,0.1,0,0.142857,0.122449,0.756554,0.333333,0
0.125,0.018868,0,0.00813,0.036364,0.070175,0.033333,0.054054,0.047619,0.010204,0.756554,0.333333,0
0.833333,0,0.029412,0.03252,0.109091,0.122807,0.033333,0,0.190476,0.030612,0.756554,0.333333,0
0.083333,0.113208,0.107843,0.113821,0.290909,0.122807,0.433333,0.108108,0.238095,0.112245,0.367041,0.333333,0
0.166667,0,0,0,0.127273,0,0,0,0,0,0.756554,0.333333,0
0.541667,0.113208,0.039216,0.081301,0.181818,0.105263,0.133333,0,0,0.102041,0.756554,0.333333,0
0.375,0.056604,0,0,0,0.22807,0.1,0,0,0.030612,0.756554,0.333333,0
0.125,0.188679,0.245098,0.260163,0.090909,0.315789,0.3,0.081081,0.333333,0.346939,0.464419,0.025641,0
0.333333,0,0.107843,0.138211,0.327273,0.315789,0.133333,0.297297,0.238095,0.173469,0.464419,0.333333,0
0.125,0,0.235294,0.292683,0.563636,0.210526,0.233333,0.27027,0.428571,0.285714,0.142322,0.333333,0
0.625,0.018868,0.04902,0.105691,0.218182,0.140351,0.333333,0.27027,0.095238,0.081633,0.756554,0.333333,1
0.166667,0.377358,0.637255,0.617886,0.109091,0.666667,0.433333,0.324324,0.285714,0.5,0.093633,0.333333,0
0.708333,0.018868,0.264706,0.260163,0.2,0.315789,0.3,0.27027,0.190476,0.295918,0.071161,0.333333,0
0.166667,0.358491,0.676471,0.682927,0.745455,0.403509,0.3,0.135135,0.571429,0.704082,0,0.333333,0
0.416667,0.377358,0.392157,0.365854,0.054545,0.315789,0.233333,0.027027,0.238095,0.306122,0.756554,0.333333,0
0.125,0,0.078431,0.097561,0.327273,0.210526,0.1,0.351351,0.285714,0.112245,0.322097,0.333333,0
0.541667,0.113208,0.04902,0.056911,0.018182,0.122807,0.1,0,0.047619,0.102041,0.756554,0.333333,0
0.5,0.188679,0.04902,0.056911,0.036364,0.210526,0.266667,0.054054,0.142857,0.091837,0.756554,0.333333,1
0.125,0.320755,0.117647,0.113821,0.072727,0.280702,0.233333,0.081081,0.238095,0.122449,0.756554,0.333333,0
0.583333,0.283019,0.647059,0.634146,0.2,0.614035,0.4,0.081081,0.380952,0.591837,0.40824,0.333333,1
0.166667,0,0.068627,0.089431,0.363636,0.122807,0.166667,0.243243,0.190476,0.102041,0.40824,0.333333,0
0.333333,0,0.333333,0.365854,0.690909,0.333333,0.266667,0.324324,0.666667,0.397959,0.033708,0.333333,0
0.833333,0,0.029412,0.03252,0.127273,0.105263,0.166667,0.162162,0.095238,0.061224,0.756554,0.333333,0
0.458333,0,0.166667,0.308943,0.327273,0.280702,0.3,0,0.285714,0.295918,0.756554,0.333333,0
0.5,0.339623,0.078431,0.081301,0.072727,0.140351,0.2,0.054054,0.047619,0.081633,0.756554,0.333333,0
0.291667,0.320755,0.352941,0.341463,0.145455,0.491228,0.533333,0.081081,0.333333,0.44898,0.367041,0.025641,0
0.041667,0.264151,0.333333,0.308943,0.163636,0.54386,0.366667,0.108108,0.47619,0.295918,0.565543,0.333333,0
0.25,0,0.127451,0.162602,0.127273,0,0.233333,0,0.142857,0.102041,0.756554,0.333333,1
0.291667,0,0.401961,0.406504,0.490909,0.350877,0.3,0.216216,0.238095,0.438776,0.131086,0.333333,0
0.541667,0.113208,0.117647,0.162602,0.127273,0.175439,0.133333,0.108108,0.285714,0.163265,0.756554,0.333333,0
0.083333,0.018868,0.019608,0.03252,0.054545,0.157895,0.166667,0.027027,0.095238,0.040816,0.756554,0.333333,0
0.208333,0,0.117647,0.121951,0.218182,0.105263,0.066667,0.054054,0.190476,0.112245,0.756554,0.333333,0
0.208333,0.09434,0.117647,0.170732,0.163636,0.263158,0.4,0.081081,0.238095,0.193878,0.464419,0.333333,0
0.583333,0.018868,0.009804,0.01626,0.018182,0.22807,0.066667,0,0.047619,0.010204,0.756554,0.333333,0
0.416667,0.056604,0.039216,0.04878,0.054545,0.052632,0,0.027027,0.047619,0.061224,0.756554,0.333333,0
0.166667,0,0.029412,0.056911,0.218182,0.140351,0.2,0.405405,0.142857,0.071429,0.565543,0.333333,0
0.166667,0,0.029412,0.02439,0.2,0.087719,0.1,0.108108,0.095238,0.061224,0.756554,0.333333,1
0.25,0.037736,0.029412,0.04065,0.018182,0.052632,0.033333,0,0,0.030612,0.756554,0.333333,0
0.333333,0.169811,0.607843,0.658537,0.272727,0.596491,0.633333,0.216216,0.238095,0.622449,0.05618,0.333333,0
0.416667,0.188679,0.156863,0.154472,0.090909,0.263158,0.3,0.027027,0.285714,0.163265,0.756554,0.333333,0
0.333333,0.188679,0.205882,0.211382,0.072727,0.350877,0.3,0.054054,0.142857,0.193878,0.756554,0.333333,0
0.333333,0.245283,0.166667,0.162602,0.163636,0.22807,0.166667,0.027027,0.190476,0.163265,0.565543,0.333333,0
0.416667,0,0.058824,0.113821,0.290909,0.140351,0.166667,0.189189,0.238095,0.122449,0.565543,0.333333,0
0.25,0.245283,0.362745,0.373984,0.090909,0.192982,0.266667,0.081081,0.285714,0.367347,0.756554,0.333333,0
0.25,0,0.147059,0.195122,0.327273,0.157895,0.3,0.135135,0.238095,0.204082,0.40824,0.333333,0
0.541667,0,0.22549,0.243902,0.327273,0.403509,0.166667,0.108108,0.47619,0.326531,0.164794,0.333333,0
0.166667,0.207547,0.039216,0.04065,0.072727,0.122807,0.1,0.027027,0.047619,0.05102,0.756554,0.333333,0
0.208333,0.037736,0.039216,0.04878,0.181818,0.035088,0.1,0.027027,0.190476,0.05102,0.565543,0.333333,0
0.5,0.169811,0.196078,0.178862,0.072727,0.315789,0.366667,0.081081,0.142857,0.204082,0.322097,0.333333,0
0.541667,0.037736,0,0,0.072727,0.157895,0.066667,0,0,0.020408,0.756554,0.333333,0
0.333333,0.283019,0.235294,0.252033,0.254545,0.315789,0.333333,0.189189,0.380952,0.255102,0.191011,0.333333,0
0.125,0.018868,0.068627,0.073171,0.090909,0.157895,0.133333,0.054054,0.095238,0.081633,0.756554,0.333333,0
0.166667,0,0.029412,0.056911,0.054545,0,0.1,0.081081,0.333333,0.132653,0.756554,0.333333,0
0.125,0.09434,0.156863,0.186992,0.072727,0.175439,0.166667,0.054054,0.238095,0.173469,0.565543,0.333333,1
0.625,0.283019,0.254902,0.243902,0.090909,0.333333,0.233333,0.108108,0.190476,0.265306,0.756554,0.333333,0
0.166667,0.150943,0.196078,0.211382,0.236364,0.368421,0.3,0.081081,0.285714,0.214286,0.565543,0.333333,0
0.333333,0,0.352941,0.398374,0.327273,0.333333,0.333333,0.513514,0.285714,0.5,0.048689,0.333333,0
0.375,0,0.245098,0.308943,0.509091,0.245614,0.233333,0.405405,0.428571,0.367347,0.022472,0.333333,0
0.291667,0.301887,0.147059,0.162602,0.054545,0.175439,0.233333,0.027027,0.142857,0.173469,0.756554,0.333333,0
0.791667,0,0.04902,0.089431,0.490909,0.175439,0.266667,0.378378,0.095238,0.122449,0.265918,0.333333,0
0.125,0.018868,0.039216,0.04065,0.054545,0.035088,0.033333,0.027027,0.095238,0.05102,0.756554,0.333333,0
0.25,0.396226,0.27451,0.260163,0.290909,0.280702,0.466667,0.054054,0.285714,0.22449,0.565543,0.333333,0
0.291667,0.301887,0.127451,0.130081,0.054545,0.385965,0.5,0.054054,0.142857,0.183673,0.756554,0.333333,0
0.125,0.132075,0.117647,0.138211,0.2,0.192982,0.233333,0.189189,0.190476,0.183673,0.565543,0.333333,0
0.5,0,0.039216,0.04878,0.072727,0.122807,0.2,0.054054,0.238095,0.071429,0.756554,0.333333,0
0.208333,0,0.137255,0.146341,0.4,0.210526,0.133333,0.135135,0.238095,0.183673,0.265918,0.333333,0
0.25,0.150943,0.117647,0.121951,0.163636,0.175439,0.233333,0.108108,0.190476,0.142857,0.756554,0.333333,0
0.291667,0.188679,0.196078,0.211382,0.236364,0.122807,0.266667,0.081081,0.333333,0.183673,0.464419,0.333333,0
0.541667,0.132075,0.147059,0.162602,0.272727,0.210526,0.2,0.216216,0.238095,0.142857,0.367041,0.333333,0
0.541667,0.301887,0.019608,0.02439,0.072727,0.035088,0.066667,0.081081,0.047619,0.071429,0.565543,0.333333,0
0.5,0.037736,0.058824,0.056911,0.036364,0.087719,0.1,0.027027,0.142857,0.081633,0.756554,0.333333,0
0.583333,0.132075,0.039216,0.04065,0.054545,0.070175,0.2,0,0.095238,0.040816,0.756554,0.333333,0
0.583333,0.264151,0.019608,0.02439,0.236364,0.263158,0.166667,0.081081,0.095238,0.122449,0.756554,0.333333,0
0.541667,0.169811,0.107843,0.146341,0.2,0.192982,0.366667,0.108108,0.190476,0.153061,0.756554,0.333333,0
