AGE,W,L,FG3A,OREB,DREB,TOV,PF,PFD,PLUS_MINUS,TD3_RANK,All_Star_Selection
0.125,0.356164,0.197183,0.136364,0.145455,0.140351,0.087719,0.1,0.05102,0.512777,0.666667,0
0.25,0.164384,0.239437,0.007576,0.509091,0.254386,0.157895,0.316667,0.163265,0.504259,0.666667,0
0.5,0.315068,0.704225,0.295455,0.054545,0.184211,0.298246,0.233333,0.122449,0.465077,0.102564,0
0.333333,0.027397,0.014085,0.05303,0,0.026316,0,0.166667,0,0.494037,0.666667,0
0.458333,0.109589,0.084507,0.015152,0.072727,0.052632,0,0.033333,0.010204,0.480409,0.666667,0
0.208333,0.041096,0.042254,0.060606,0.090909,0.061404,0.087719,0.116667,0.020408,0.519591,0.666667,0
0.583333,0.068493,0.084507,0.113636,0.145455,0.219298,0.157895,0.266667,0.091837,0.497445,0.666667,0
0.291667,0.260274,0.676056,0.098485,0.254545,0.307018,0.175439,0.333333,0.102041,0.459966,0.666667,0
0.125,0.082192,0.056338,0.045455,0,0.04386,0.122807,0.116667,0.061224,0.454855,0.666667,1
0.333333,0.547945,0.507042,0.19697,0.327273,0.587719,0.526316,0.383333,0.408163,0.541738,0.666667,0
0.166667,0.465753,0.619718,0.242424,0.2,0.27193,0.649123,0.366667,0.326531,0.495741,0.230769,0
0.208333,0.027397,0.028169,0,0.090909,0.026316,0.087719,0.166667,0.081633,0.553663,0.666667,0
0.333333,0,0.028169,0,0,0,0,0,0,0.505963,0.666667,0
0.208333,0.054795,0.070423,0.136364,0,0.140351,0.175439,0.133333,0.071429,0.545145,0.666667,0
0.875,0.09589,0,0,0,0.096491,0.105263,0.216667,0.030612,0.49063,0.666667,0
0.125,0.589041,0.211268,0.227273,0.2,0.429825,0.192982,0.283333,0.163265,0.62862,0.666667,0
0.583333,0.60274,0.422535,0.25,0.036364,0.122807,0.122807,0.25,0.05102,0.51448,0.666667,0
0.166667,0.287671,0.859155,0.30303,0.127273,0.236842,0.421053,0.316667,0.408163,0.425894,0.666667,0
0.083333,0.164384,0.507042,0.113636,0.018182,0.070175,0.210526,0.166667,0.05102,0.456559,0.666667,0
0.375,0.794521,0.28169,0,0.254545,0.403509,0.245614,0.483333,0.091837,0.611584,0.666667,0
0.166667,0.753425,0.352113,0,0.6,0.517544,0.245614,0.483333,0.295918,0.568995,0.666667,0
0.166667,0.465753,0.380282,0.045455,0.018182,0.026316,0.052632,0.066667,0.05102,0.512777,0.666667,0
0.666667,0.178082,0.070423,0,0.345455,0.298246,0.157895,0.6,0.163265,0.579216,0.666667,1
0.208333,0.821918,0.295775,0.310606,0.109091,0.640351,0.614035,0.3,0.663265,0.674617,0.051282,0
0.75,0.493151,0.450704,0.015152,0.2,0.587719,0.280702,0.383333,0.336735,0.550256,0.666667,1
0.166667,0.068493,0.380282,0,0.218182,0.114035,0.052632,0.133333,0.05102,0.551959,0.666667,0
0.208333,0.123288,0.126761,0.386364,0.654545,0.912281,0.385965,0.316667,0.632653,0.524702,0.666667,0
0.458333,0.780822,0.28169,0.363636,0.072727,0.166667,0.22807,0.3,0.214286,0.620102,0.666667,0
0.166667,0.150685,0.084507,0.022727,0,0.017544,0.035088,0.033333,0.010204,0.478705,0.666667,0
0.166667,0.369863,0.732394,0,0.254545,0.263158,0.280702,0.45,0.132653,0.475298,0.666667,0
0.583333,0.082192,0.014085,0.128788,0,0.008772,0.122807,0.183333,0.142857,0.473595,0.666667,0
0.083333,0.123288,0.253521,0.128788,0.018182,0.149123,0.070175,0.333333,0.091837,0.540034,0.666667,0
0.208333,0.178082,0.394366,0.090909,0.036364,0.061404,0.087719,0.183333,0.061224,0.499148,0.666667,0
0.541667,0.520548,0.309859,0.227273,0.054545,0.210526,0.298246,0.533333,0.214286,0.550256,0.666667,0
0.166667,0.643836,0.492958,0.484848,0.072727,0.289474,0.333333,0.483333,0.183673,0.545145,0.666667,0
0.625,0.575342,0.507042,0.393939,0.145455,0.412281,0.649123,0.366667,0.612245,0.553663,0.102564,0
0.208333,0.780822,0.338028,0,0.472727,0.377193,0.122807,0.5,0.102041,0.586031,0.666667,0
0.375,0.493151,0.408451,0,0.345455,0.324561,0.157895,0.333333,0.183673,0.499148,0.666667,0
0.208333,0.09589,0.042254,0.022727,0.018182,0.052632,0.035088,0.05,0.040816,0.512777,0.666667,1
0.875,0.273973,0.267606,0,0.109091,0.149123,0.035088,0.216667,0.05102,0.512777,0.666667,0
0.5,0.09589,0.211268,0,0.181818,0.201754,0.070175,0.283333,0.091837,0.492334,0.666667,0
0.541667,0.561644,0.464789,0.424242,0.054545,0.315789,0.157895,0.383333,0.102041,0.568995,0.666667,0
0.333333,0.369863,0.577465,0.310606,0.145455,0.342105,0.403509,0.533333,0.336735,0.53322,0.230769,0
0.166667,0.150685,0.647887,0,0.2,0.219298,0.105263,0.316667,0.091837,0.505963,0.666667,0
0.25,0.39726,0.746479,0.181818,0.236364,0.236842,0.210526,0.433333,0.153061,0.488927,0.666667,0
0.083333,0.260274,0.56338,0.356061,0.109091,0.27193,0.561404,0.416667,0.428571,0.471891,0.666667,0
0.333333,0.438356,0.591549,0.015152,0.436364,0.587719,0.333333,0.416667,0.44898,0.517888,0.666667,0
0.583333,0.767123,0.366197,0.083333,0.254545,0.385965,0.175439,0.433333,0.071429,0.584327,0.666667,0
0.125,0.630137,0.450704,0.181818,0.109091,0.289474,0.245614,0.35,0.142857,0.606474,0.666667,0
0.25,0.260274,0.56338,0,0.127273,0.105263,0.035088,0.216667,0.102041,0.507666,0.666667,0
0.25,0.287671,0.422535,0.022727,0.218182,0.254386,0.140351,0.2,0.102041,0.51448,0.666667,0
0.208333,0.465753,0.521127,0,0.581818,0.552632,0.210526,0.55,0.163265,0.531516,0.230769,0
0.208333,0.465753,0.633803,0,0.363636,0.263158,0.122807,0.383333,0.102041,0.500852,0.666667,0
0.291667,0,0.056338,0.075758,0,0.087719,0,0.133333,0.081633,0.412266,0.666667,0
0.375,0.835616,0.211268,0.25,0.236364,0.596491,0.526316,0.233333,0.591837,0.684838,0.025641,0
0.458333,0.315068,0.253521,0.083333,0.036364,0.078947,0.087719,0.2,0.102041,0.516184,0.666667,0
0.375,0.123288,0.15493,0.25,0.090909,0.184211,0.122807,0.383333,0.142857,0.48552,0.666667,0
0.458333,0.150685,0.394366,0,0.218182,0.131579,0.087719,0.233333,0.081633,0.494037,0.666667,0
0.291667,0.30137,0.239437,0.378788,0.036364,0.157895,0.333333,0.233333,0.27551,0.524702,0.666667,0
0.291667,0.383562,0.422535,0.045455,0.272727,0.254386,0.210526,0.233333,0.173469,0.497445,0.666667,0
0.583333,0.342466,0.802817,0.015152,0.345455,0.412281,0.263158,0.516667,0.285714,0.478705,0.666667,0
0.208333,0.328767,0.535211,0.219697,0.036364,0.175439,0.070175,0.216667,0.020408,0.522998,0.666667,0
0.541667,0.424658,0.71831,0.19697,0.090909,0.175439,0.280702,0.383333,0.204082,0.495741,0.666667,0
0.583333,0.219178,0.478873,0.098485,0.145455,0.184211,0.210526,0.333333,0.091837,0.504259,0.666667,0
0.291667,0.082192,0.140845,0.022727,0.018182,0.052632,0,0.05,0,0.478705,0.666667,0
0.375,0.575342,0.464789,0.234848,0.4,0.368421,0.333333,0.233333,0.357143,0.522998,0.666667,1
0.125,0.136986,0.239437,0.083333,0,0.017544,0.105263,0.166667,0.061224,0.48552,0.666667,0
0.166667,0.09589,0.126761,0.113636,0.163636,0.131579,0.105263,0.316667,0.132653,0.536627,0.666667,0
0.208333,0.082192,0.084507,0,0.072727,0.078947,0.052632,0.116667,0.05102,0.575809,0.666667,0
0.666667,0.616438,0.211268,0.295455,0.090909,0.254386,0.385965,0.316667,0.295918,0.589438,0.666667,0
0.208333,0.561644,0.450704,0.060606,0.072727,0.087719,0.157895,0.216667,0.112245,0.50937,0.666667,0
0.375,0.753425,0.352113,0.015152,0.418182,0.482456,0.350877,0.533333,0.459184,0.614991,0.666667,0
0.416667,0.287671,0.56338,0,0.381818,0.561404,0.280702,0.35,0.255102,0.46678,0.666667,0
0.333333,0.547945,0.464789,0.227273,0.036364,0.149123,0.192982,0.316667,0.22449,0.512777,0.666667,0
0.833333,0.219178,0.112676,0,0.181818,0.201754,0.105263,0.2,0.081633,0.511073,0.666667,0
0.166667,0.479452,0.591549,0.227273,0.181818,0.22807,0.175439,0.35,0.122449,0.495741,0.666667,0
0.291667,0.356164,0.647887,0.401515,0.127273,0.157895,0.157895,0.25,0.163265,0.454855,0.666667,0
0.333333,0.849315,0.211268,0.295455,0.036364,0.175439,0.263158,0.416667,0.163265,0.649063,0.666667,0
0.166667,0.342466,0.802817,0.121212,0.290909,0.280702,0.22807,0.416667,0.153061,0.448041,0.666667,0
0.541667,0.369863,0.450704,0.090909,0.145455,0.149123,0.140351,0.216667,0.081633,0.494037,0.666667,0
0.041667,0.328767,0.338028,0.037879,0.018182,0.078947,0.122807,0.166667,0.030612,0.519591,0.666667,0
0.25,0.534247,0.56338,0.007576,0.327273,0.263158,0.175439,0.366667,0.183673,0.49063,0.666667,0
0.291667,0.383562,0.676056,0.325758,0.127273,0.280702,0.210526,0.366667,0.214286,0.516184,0.666667,0
0.333333,0.547945,0.464789,0.174242,0.145455,0.245614,0.140351,0.216667,0.112245,0.500852,0.666667,0
0.583333,0.753425,0.352113,0.310606,0.254545,0.280702,0.192982,0.483333,0.122449,0.584327,0.666667,0
0.583333,0.643836,0.295775,0.136364,0.072727,0.131579,0.035088,0.216667,0.05102,0.543441,0.666667,0
0.541667,0,0.014085,0,0,0,0,0.166667,0.102041,0.488927,0.666667,0
0.041667,0.246575,0.816901,0.113636,0.290909,0.245614,0.157895,0.316667,0.122449,0.417376,0.666667,0
0.583333,0.547945,0.492958,0.416667,0.236364,0.315789,0.22807,0.433333,0.193878,0.567291,0.666667,1
0.083333,0.383562,0.577465,0.007576,0.218182,0.219298,0.122807,0.4,0.132653,0.48552,0.666667,0
0.208333,0.328767,0.71831,0.143939,0.127273,0.27193,0.333333,0.233333,0.142857,0.446337,0.666667,0
0,0.273973,0.816901,0.007576,0.309091,0.368421,0.22807,0.35,0.193878,0.459966,0.666667,0
0.458333,0.136986,0.366197,0.106061,0.163636,0.166667,0.070175,0.216667,0.081633,0.49063,0.666667,0
0.5,0.136986,0.126761,0.257576,0.054545,0.140351,0.140351,0.283333,0.091837,0.49063,0.666667,1
0.25,0.739726,0.366197,0.280303,0.090909,0.201754,0.421053,0.35,0.357143,0.630324,0.666667,0
0.541667,0.452055,0.591549,0.30303,0.072727,0.307018,0.210526,0.3,0.193878,0.545145,0.666667,0
0.791667,0.369863,0.253521,0.212121,0.036364,0.122807,0.210526,0.35,0.071429,0.534923,0.666667,0
0.583333,0.643836,0.169014,0.227273,0.054545,0.210526,0.105263,0.183333,0.030612,0.53833,0.666667,0
0.208333,0.260274,0.295775,0,0.181818,0.157895,0.087719,0.133333,0.091837,0.504259,0.666667,0
0.208333,0.123288,0.070423,0,0.163636,0.061404,0.035088,0.066667,0.010204,0.507666,0.666667,0
0.333333,0.383562,0.352113,0.151515,0.109091,0.105263,0.070175,0.166667,0.040816,0.516184,0.666667,0
0.458333,0.30137,0.338028,0.25,0.090909,0.166667,0.473684,0.383333,0.22449,0.499148,0.666667,0
0.333333,0.520548,0.619718,0.30303,0.090909,0.289474,0.54386,0.333333,0.418367,0.51448,0.666667,0
0.291667,0.684932,0.309859,0.083333,0.054545,0.140351,0.192982,0.2,0.081633,0.51448,0.666667,0
0.416667,0.616438,0.521127,0.318182,0.072727,0.166667,0.315789,0.416667,0.234694,0.529813,0.666667,0
0.666667,0.452055,0.422535,0,0.218182,0.166667,0.070175,0.25,0.061224,0.519591,0.666667,0
0.458333,0.356164,0.492958,0,0.309091,0.438596,0.403509,0.466667,0.459184,0.548552,0.666667,0
0.541667,0.821918,0.295775,0,0.272727,0.22807,0.157895,0.4,0.132653,0.599659,0.666667,0
0.375,0.315068,0.507042,0.272727,0.072727,0.157895,0.140351,0.233333,0.193878,0.495741,0.666667,0
0.208333,0.438356,0.577465,0.462121,0.236364,0.377193,0.45614,0.316667,0.234694,0.497445,0.102564,0
0.333333,0.356164,0.507042,0,0.672727,0.447368,0.280702,0.383333,0.438776,0.517888,0.666667,0
0.125,0.260274,0.816901,0,0.636364,0.736842,0.315789,0.466667,0.183673,0.437819,0.666667,0
0.208333,0.178082,0.380282,0.05303,0.036364,0.04386,0.122807,0.116667,0.071429,0.517888,0.666667,0
0.208333,0.890411,0.211268,0.090909,0.036364,0.122807,0.22807,0.316667,0.112245,0.524702,0.666667,0
0.25,0.561644,0.577465,0.325758,0.072727,0.27193,0.45614,0.4,0.265306,0.500852,0.666667,1
0.291667,0.616438,0.521127,0,0.618182,0.72807,0.368421,0.45,0.285714,0.582624,0.666667,0
0.25,0.136986,0.464789,0.136364,0.090909,0.192982,0.087719,0.166667,0.081633,0.504259,0.666667,0
0.208333,0.424658,0.28169,0.136364,0.072727,0.157895,0.105263,0.166667,0.05102,0.521295,0.666667,1
0.375,0.342466,0.760563,0.068182,0.309091,0.245614,0.140351,0.3,0.122449,0.48552,0.666667,0
0.708333,0.726027,0.352113,0.128788,0.090909,0.114035,0.192982,0.266667,0.091837,0.560477,0.666667,0
0.208333,0.315068,0.253521,0.174242,0.2,0.140351,0.192982,0.333333,0.122449,0.572402,0.666667,0
0.208333,0.424658,0.56338,0.143939,0.290909,0.280702,0.157895,0.316667,0.091837,0.53833,0.666667,0
0.208333,0.534247,0.267606,0.166667,0.036364,0.061404,0.122807,0.15,0.071429,0.53322,0.666667,0
0.541667,0.369863,0.309859,0.045455,0.418182,0.552632,0.368421,0.316667,0.306122,0.55707,0.102564,0
0.166667,0.657534,0.43662,0.44697,0.2,0.570175,0.508772,0.483333,0.326531,0.601363,0.230769,0
0.375,0.561644,0.521127,0.037879,0.418182,0.421053,0.315789,0.5,0.418367,0.524702,0.666667,0
0.666667,0.561644,0.507042,0.378788,0.109091,0.5,0.491228,0.45,0.469388,0.550256,0.051282,0
0.083333,0.410959,0.112676,0.007576,0.054545,0.114035,0.070175,0.1,0.030612,0.522998,0.666667,0
0.583333,0.013699,0,0.30303,0.909091,0.438596,0.350877,0.166667,0.102041,0.369676,0.666667,0
0.125,0.178082,0.225352,0.007576,0.181818,0.140351,0.105263,0.3,0.112245,0.579216,0.666667,0
0.041667,0.082192,0.014085,0.007576,0.018182,0.008772,0.017544,0.066667,0.010204,0.511073,0.666667,0
0.25,0.589041,0.225352,0.19697,0.127273,0.131579,0.122807,0.266667,0.112245,0.53833,0.666667,0
0.333333,0.246575,0.28169,0.098485,0.2,0.385965,0.684211,0.416667,0.336735,0.497445,0,0
0.333333,0.178082,0.676056,0.136364,0.072727,0.201754,0.298246,0.25,0.428571,0.417376,0.666667,0
0.416667,0.589041,0.549296,0.401515,0.036364,0.114035,0.192982,0.383333,0.142857,0.505963,0.666667,0
0.583333,0.643836,0.112676,0.181818,0.054545,0.166667,0.105263,0.2,0.081633,0.517888,0.666667,0
0.791667,0.219178,0.070423,0.25,0.090909,0.298246,0.087719,0.316667,0.081633,0.528109,0.666667,0
0.75,0.863014,0.225352,0.318182,0.090909,0.192982,0.22807,0.266667,0.153061,0.560477,0.666667,0
0.416667,0.643836,0.295775,0.287879,0.145455,0.184211,0.403509,0.316667,0.204082,0.592845,0.666667,0
0.583333,0.657534,0.450704,0,0.6,0.692982,0.245614,0.416667,0.255102,0.548552,0.666667,0
0.166667,0.684932,0.28169,0.113636,0.054545,0.184211,0.140351,0.2,0.102041,0.548552,0.666667,0
0.291667,0.09589,0.464789,0.136364,0.036364,0.096491,0.087719,0.083333,0.030612,0.50937,0.666667,0
0.666667,0.383562,0.309859,0.075758,0.054545,0.114035,0.298246,0.316667,0.132653,0.511073,0.666667,0
0.583333,0.410959,0.366197,0.060606,0.018182,0.122807,0.070175,0.133333,0.091837,0.526405,0.666667,0
0.125,0.246575,0.549296,0.121212,0.145455,0.280702,0.526316,0.416667,0.438776,0.497445,0.230769,0
0.208333,0.260274,0.183099,0,0.054545,0.070175,0.052632,0.2,0.030612,0.495741,0.666667,0
0.25,0.369863,0.774648,0,0.509091,0.254386,0.22807,0.333333,0.22449,0.494037,0.666667,0
0.333333,0.328767,0.732394,0.181818,0.109091,0.192982,0.315789,0.283333,0.295918,0.458262,0.666667,1
0.25,0.232877,0.394366,0.121212,0.036364,0.096491,0.122807,0.2,0.081633,0.536627,0.666667,0
0.541667,0.273973,0.690141,0.174242,0.036364,0.157895,0.122807,0.25,0.030612,0.522998,0.666667,0
0.375,0.589041,0.239437,0.098485,0.127273,0.140351,0.052632,0.1,0.05102,0.522998,0.666667,0
0.458333,0.246575,0.295775,0.075758,0.054545,0.070175,0.157895,0.266667,0.091837,0.49063,0.666667,0
0.458333,0.643836,0.253521,0,0.127273,0.140351,0.070175,0.2,0.091837,0.529813,0.666667,0
0.291667,0.671233,0.422535,0.007576,0.672727,0.403509,0.368421,0.583333,0.326531,0.606474,0.230769,0
0.5,0.273973,0.464789,0.128788,0.054545,0.070175,0.070175,0.233333,0.071429,0.494037,0.666667,1
0.291667,0.630137,0.408451,0.265152,0.236364,0.421053,0.45614,0.4,0.316327,0.572402,0.666667,0
0.208333,0.821918,0.309859,0.280303,0.254545,0.342105,0.578947,0.383333,0.489796,0.654174,0.230769,0
0.25,0.369863,0.760563,0.522727,0.436364,0.350877,0.210526,0.366667,0.204082,0.468484,0.666667,0
0.375,0.589041,0.239437,0,0.145455,0.131579,0.122807,0.366667,0.132653,0.540034,0.666667,0
0.375,0.493151,0.28169,0.068182,0.090909,0.149123,0.105263,0.183333,0.071429,0.497445,0.666667,0
0.208333,0.041096,0.211268,0.007576,0.109091,0.087719,0.052632,0.283333,0.112245,0.499148,0.666667,0
0.583333,0.30137,0.352113,0,0.4,0.315789,0.192982,0.316667,0.091837,0.483816,0.666667,0
0.416667,0.205479,0.338028,0.113636,0.036364,0.114035,0.070175,0.25,0.040816,0.50937,0.666667,0
0.166667,0.054795,0.028169,0.015152,0,0.017544,0.22807,0,0.020408,0.494037,0.666667,0
0.375,0.287671,0.535211,0.189394,0.036364,0.105263,0.192982,0.3,0.112245,0.51448,0.666667,0
0.166667,0.794521,0.309859,0.05303,0.509091,0.429825,0.280702,0.45,0.193878,0.626917,0.666667,0
0.625,0.808219,0.183099,0.333333,0.090909,0.157895,0.087719,0.35,0.091837,0.603066,0.666667,0
0.333333,0.232877,0.591549,0.181818,0.127273,0.157895,0.22807,0.266667,0.142857,0.46678,0.666667,0
0.333333,0.273973,0.647887,0.007576,0.090909,0.166667,0.210526,0.316667,0.153061,0.492334,0.666667,0
0.416667,0.09589,0.126761,0,0.327273,0.22807,0.105263,0.4,0.183673,0.529813,0.666667,0
0.666667,0.438356,0.492958,0.083333,0.4,0.5,0.263158,0.283333,0.112245,0.482112,0.666667,0
0.166667,0.178082,0.253521,0.121212,0.018182,0.105263,0.192982,0.216667,0.071429,0.505963,0.666667,0
0.375,0.027397,0,0,0.090909,0.087719,0.263158,0.25,0.102041,0.531516,0.666667,0
0.25,0.465753,0.676056,0.083333,0.381818,0.447368,0.280702,0.466667,0.183673,0.494037,0.666667,0
0.25,0.616438,0.464789,0.583333,0.145455,0.289474,0.54386,0.416667,0.346939,0.551959,0.666667,0
0.666667,0.547945,0.211268,0.234848,0.072727,0.210526,0.245614,0.266667,0.122449,0.553663,0.666667,0
0.583333,0.39726,0.225352,0.287879,0.090909,0.219298,0.245614,0.3,0.112245,0.53322,0.666667,0
0.833333,0.356164,0.338028,0.19697,0.090909,0.201754,0.438596,0.233333,0.234694,0.534923,0.666667,0
0.458333,0.726027,0.394366,0.325758,0.036364,0.149123,0.017544,0.2,0.040816,0.574106,0.666667,1
0.375,0.520548,0.380282,0.007576,0.345455,0.298246,0.210526,0.433333,0.163265,0.551959,0.666667,0
0.583333,0.60274,0.535211,0.083333,0.163636,0.315789,0.192982,0.166667,0.153061,0.546848,0.666667,0
0.25,0.09589,0.183099,0.030303,0.036364,0.096491,0.157895,0.15,0.05102,0.521295,0.666667,0
0.083333,0.123288,0.140845,0.075758,0.272727,0.166667,0.122807,0.183333,0.071429,0.519591,0.666667,0
0.125,0.39726,0.619718,0.204545,0.090909,0.131579,0.122807,0.283333,0.061224,0.507666,0.666667,0
0.291667,0.150685,0.183099,0.045455,0.036364,0.149123,0.157895,0.083333,0.071429,0.51448,0.666667,0
0.416667,0.808219,0.309859,0.242424,0.127273,0.280702,0.140351,0.366667,0.081633,0.62862,0.666667,0
0.25,0.452055,0.605634,0.007576,0.436364,0.447368,0.210526,0.416667,0.234694,0.516184,0.666667,0
0.125,0.410959,0.56338,0,0.309091,0.245614,0.22807,0.3,0.132653,0.487223,0.666667,0
0.375,0.794521,0.323944,0,0.327273,0.403509,0.210526,0.333333,0.316327,0.603066,0.666667,0
0.75,0.684932,0.267606,0.007576,0.327273,0.710526,0.368421,0.283333,0.377551,0.637138,0.666667,0
0.208333,0.041096,0,0,0,0.026316,0.22807,0.05,0.030612,0.483816,0.666667,0
0.291667,0.369863,0.197183,0,0.218182,0.122807,0.105263,0.233333,0.05102,0.492334,0.666667,0
0.041667,0.219178,0.549296,0.151515,0.236364,0.342105,0.210526,0.366667,0.183673,0.470187,0.666667,0
0.333333,0.493151,0.492958,0.227273,0.090909,0.131579,0.192982,0.333333,0.112245,0.548552,0.666667,1
0.5,0.739726,0.352113,0.022727,0.272727,0.27193,0.210526,0.45,0.173469,0.568995,0.666667,0
0.5,0.643836,0.267606,0.075758,0.054545,0.236842,0.45614,0.233333,0.428571,0.638842,0.230769,0
0.041667,0.383562,0.098592,0.037879,0.072727,0.035088,0.140351,0.166667,0.061224,0.495741,0.666667,0
0.083333,0.150685,0.112676,0.007576,0.090909,0.061404,0.105263,0.1,0.05102,0.531516,0.666667,0
0.375,0.09589,0.43662,0.098485,0.072727,0.105263,0.087719,0.15,0.112245,0.507666,0.666667,0
0.375,0.342466,0.43662,0.280303,0.145455,0.350877,0.263158,0.216667,0.142857,0.50937,0.666667,1
0.25,0.246575,0.422535,0.007576,0.363636,0.254386,0.105263,0.333333,0.132653,0.470187,0.666667,0
0.125,0.328767,0.816901,0,0.672727,0.5,0.263158,0.483333,0.316327,0.473595,0.666667,0
0.583333,0.082192,0.112676,0.189394,0.090909,0.263158,0.087719,0.35,0.071429,0.499148,0.666667,0
0.25,0.671233,0.338028,0.242424,0.090909,0.192982,0.438596,0.3,0.367347,0.589438,0.666667,0
0.333333,0.671233,0.450704,0,0.363636,0.22807,0.175439,0.316667,0.326531,0.521295,0.666667,1
0.125,0.041096,0.084507,0.015152,0.054545,0.070175,0.105263,0.033333,0.010204,0.504259,0.666667,0
0.166667,0.328767,0.746479,0.007576,0.381818,0.315789,0.210526,0.55,0.244898,0.465077,0.666667,0
0.166667,0.273973,0.633803,0.151515,0.163636,0.315789,0.350877,0.333333,0.285714,0.46678,0.666667,0
0.291667,0.123288,0.239437,0.022727,0.109091,0.149123,0.122807,0.333333,0.122449,0.463373,0.666667,0
0.166667,0.315068,0.211268,0.022727,0.018182,0.035088,0.122807,0.116667,0.040816,0.494037,0.666667,0
0.458333,0.575342,0.338028,0,0.745455,0.578947,0.22807,0.466667,0.326531,0.587734,0.666667,0
0.583333,0.821918,0.211268,0,0.236364,0.359649,0.105263,0.383333,0.122449,0.584327,0.666667,0
0.25,0.109589,0.239437,0,0.181818,0.070175,0.105263,0.216667,0.122449,0.507666,0.666667,0
0.208333,0.260274,0.422535,0.136364,0.109091,0.157895,0.157895,0.25,0.081633,0.48552,0.666667,0
0.708333,0.561644,0.56338,0.371212,0.127273,0.298246,0.22807,0.466667,0.27551,0.574106,0.666667,0
0.541667,0.150685,0.197183,0.083333,0.072727,0.061404,0.052632,0.2,0.030612,0.497445,0.666667,0
0.25,0.534247,0.549296,0.234848,0.054545,0.157895,0.122807,0.166667,0.091837,0.526405,0.666667,0
0.25,0.191781,0.507042,0.234848,0.072727,0.175439,0.175439,0.183333,0.061224,0.444634,0.666667,0
0.291667,0.383562,0.577465,0.469697,0.090909,0.201754,0.280702,0.416667,0.295918,0.502555,0.666667,0
0.125,0.369863,0.647887,0.068182,0.090909,0.131579,0.140351,0.133333,0.071429,0.475298,0.666667,0
0.458333,0.356164,0.549296,0.090909,0.072727,0.096491,0.333333,0.333333,0.183673,0.478705,0.666667,0
0.458333,0.027397,0.028169,0.060606,0.054545,0,0,0.05,0.030612,0.352641,0.666667,0
0.5,0.657534,0.338028,0.174242,0.036364,0.096491,0.070175,0.216667,0.040816,0.545145,0.666667,0
0.291667,0.452055,0.140845,0.219697,0.181818,0.350877,0.245614,0.466667,0.204082,0.592845,0.666667,0
0.125,0.219178,0.478873,0.015152,0.072727,0.122807,0.105263,0.233333,0.153061,0.473595,0.666667,1
0.5,0.69863,0.352113,0.022727,0.745455,0.631579,0.350877,0.4,0.367347,0.589438,0.666667,0
0.416667,0.39726,0.323944,0.007576,0.454545,0.342105,0.22807,0.416667,0.214286,0.51448,0.666667,0
0.333333,0.205479,0.183099,0.060606,0,0.026316,0.052632,0.033333,0.010204,0.524702,0.666667,0
0.416667,0.575342,0.422535,0.257576,0.109091,0.114035,0.280702,0.333333,0.153061,0.500852,0.666667,0
0.416667,0.164384,0.352113,0,0.2,0.166667,0.140351,0.283333,0.040816,0.483816,0.666667,0
0.083333,0.027397,0.056338,0.060606,0,0.04386,0.035088,0.166667,0.030612,0.545145,0.666667,0
0.625,0.273973,0.197183,0.219697,0.072727,0.166667,0.175439,0.35,0.122449,0.546848,0.666667,0
0.375,0.219178,0.183099,0.030303,0.418182,0.535088,0.385965,0.316667,0.234694,0.565588,0.666667,0
0.416667,0.520548,0.492958,0.015152,0.381818,0.763158,0.298246,0.4,0.295918,0.529813,0.666667,0
0.166667,0.452055,0.661972,0.045455,0.290909,0.403509,0.192982,0.3,0.142857,0.468484,0.666667,0
0.5,0.589041,0.492958,0.242424,0.090909,0.149123,0.140351,0.316667,0.173469,0.511073,0.666667,0
0.125,0.328767,0.760563,0.136364,0.145455,0.219298,0.333333,0.4,0.408163,0.459966,0.666667,0
0.083333,0.328767,0.253521,0,0.163636,0.122807,0.105263,0.266667,0.061224,0.500852,0.666667,0
0.25,0.383562,0.492958,0.121212,0.054545,0.087719,0.140351,0.1,0.122449,0.512777,0.666667,0
0.291667,0.30137,0.478873,0,0.309091,0.289474,0.192982,0.55,0.112245,0.492334,0.666667,0
0.125,0.164384,0.042254,0.068182,0.018182,0.04386,0.035088,0.116667,0.030612,0.524702,0.666667,0
0.333333,0.39726,0.507042,0.068182,0.090909,0.157895,0.122807,0.25,0.071429,0.463373,0.666667,0
0.5,0.356164,0.549296,0,0.309091,0.280702,0.245614,0.4,0.285714,0.482112,0.666667,0
0.333333,0.589041,0.478873,0.068182,0.4,0.377193,0.280702,0.583333,0.204082,0.565588,0.666667,0
0.5,0.342466,0.56338,0.007576,0.527273,0.596491,0.192982,0.416667,0.234694,0.540034,0.666667,0
0.333333,0.547945,0.464789,0.05303,0.290909,0.324561,0.263158,0.383333,0.265306,0.528109,0.666667,0
0.041667,0.39726,0.732394,0,0.981818,0.684211,0.245614,0.566667,0.326531,0.473595,0.666667,0
0.458333,0.561644,0.309859,0.212121,0.145455,0.333333,0.280702,0.266667,0.214286,0.67632,0.666667,0
0.791667,0.438356,0.366197,0.030303,0.090909,0.157895,0.192982,0.216667,0.142857,0.536627,0.666667,0
0.125,0.410959,0.140845,0.022727,0.163636,0.131579,0.087719,0.316667,0.040816,0.534923,0.666667,0
0.375,0.205479,0.380282,0.19697,0.290909,0.315789,0.245614,0.4,0.255102,0.473595,0.666667,0
0.583333,0.410959,0.211268,0.007576,0.218182,0.175439,0.210526,0.233333,0.22449,0.504259,0.666667,0
