AGE,W,PLUS_MINUS,W_RANK,W_PCT_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,STL_RANK,BLK_RANK,PLUS_MINUS_RANK,All_Star_Selection
0.25,0.465753,0.51448,0.279793,0.043178,0.697802,0.490775,0.748201,0.682131,0.793852,0.789981,0.412252,0
0.375,0.027397,0.60477,0.765112,0.65285,0.657509,0.429889,0.766187,0.632302,0.826401,0.83815,0.036424,0
0.083333,0.273973,0.519591,0.511226,0.357513,0.783883,0.608856,0.460432,0.697595,0.730561,0.824663,0.380795,0
0.416667,0.657534,0.550256,0.084629,0.259067,0.232601,0.359779,0.098921,0.106529,0.063291,0.418112,0.187086,0
0.75,0.39726,0.531516,0.345423,0.511226,0.820513,0.035055,0.471223,0.597938,0.139241,0.818882,0.296358,0
0.25,0.534247,0.611584,0.221071,0.096718,0.327839,0.230627,0.21223,0.412371,0.057866,0.312139,0.028146,0
0.25,0.506849,0.567291,0.240069,0.309154,0.505495,0.555351,0.120504,0.219931,0.229656,0.210019,0.122517,0
0.25,0.849315,0.594549,0,0.027634,0.53663,0.060886,0.582734,0.539519,0.233273,0.668593,0.057947,0
0.583333,0.287671,0.422487,0.488774,0.62867,0.095238,0.476015,0.089928,0.017182,0.533454,0.025048,0.773179,0
0.208333,0.739726,0.601363,0.029361,0.129534,0.02381,0.094096,0.350719,0.053265,0.009042,0.425819,0.043046,0
0.416667,0.493151,0.551959,0.253886,0.442142,0.034799,0.48524,0.086331,0.037801,0.016275,0.075145,0.177152,0
0.708333,0.575342,0.53833,0.183074,0.324698,0.102564,0.178967,0.633094,0.120275,0.110307,0.308285,0.236755,0
0.5,0.315068,0.567291,0.454231,0.481865,0.450549,0.407749,0.242806,0.261168,0.582278,0.479769,0.115894,0
0.125,0.616438,0.53833,0.148532,0.063903,0.655678,0.608856,0.552158,0.608247,0.723327,0.38921,0.240066,0
0.166667,0.123288,0.500852,0.689119,0.578584,0.684982,0.479705,0.803957,0.781787,0.587703,0.797688,0.506623,0
0.166667,0.315068,0.516184,0.454231,0.701209,0.690476,0.658672,0.688849,0.664948,0.195298,0.743738,0.397351,0
0.166667,0.30137,0.48552,0.471503,0.633851,0.59707,0.623616,0.241007,0.402062,0.605787,0.310212,0.594371,0
0.083333,0.287671,0.502555,0.488774,0.545769,0.516484,0.551661,0.410072,0.431271,0.549729,0.192678,0.483444,0
0.291667,0.09589,0.402044,0.702936,0.468048,0.344322,0.250923,0.411871,0.676976,0.632911,0.743738,0.793046,0
0.375,0.082192,0.425894,0.721934,0.775475,0.271062,0.686347,0.388489,0.092784,0.065099,0.743738,0.768212,0
0.375,0.410959,0.488927,0.331606,0.601036,0.053114,0.256458,0.544964,0.477663,0.39783,0.678227,0.571192,0
0.458333,0.493151,0.495741,0.253886,0.502591,0.263736,0.129151,0.559353,0.364261,0.245931,0.260116,0.529801,0
0.625,0.561644,0.53833,0.196891,0.107081,0.710623,0.324723,0.595324,0.584192,0.209765,0.633911,0.246689,0
0.666667,0.410959,0.507666,0.331606,0.231434,0.796703,0.730627,0.794964,0.754296,0.790235,0.56262,0.458609,0
0.791667,0.643836,0.560477,0.115717,0.184801,0.395604,0.04428,0.656475,0.350515,0.301989,0.676301,0.14404,0
0.166667,0.219178,0.487223,0.571675,0.61658,0.558608,0.45203,0.595324,0.620275,0.495479,0.510597,0.589404,1
0.458333,0.424658,0.529813,0.317789,0.459413,0.311355,0.51476,0.336331,0.420962,0.094033,0.304432,0.309603,0
0.166667,0.410959,0.516184,0.331606,0.094991,0.815018,0.356089,0.701439,0.683849,0.735986,0.828516,0.399007,0
0.625,0.246575,0.492334,0.53886,0.65285,0.249084,0.747232,0.077338,0.142612,0.339964,0.768786,0.556291,0
0.208333,0.780822,0.597956,0.013817,0.074266,0.274725,0.057196,0.47482,0.228522,0.122966,0.666667,0.054636,0
0.333333,0.041096,0.494037,0.747841,0,0.844322,0.837638,0.823741,0.812715,0.632911,0.83815,0.541391,0
0.625,0.342466,0.437819,0.423143,0.702936,0.294872,0.464945,0.735612,0.357388,0.347197,0.574181,0.756623,0
0.083333,0.068493,0.536627,0.728843,0.490501,0.771062,0,0.823741,0.810997,0.808318,0.83815,0.251656,0
0.166667,0.547945,0.601363,0.205527,0.438687,0.139194,0.276753,0.381295,0.223368,0.001808,0.631985,0.046358,0
0.25,0.356164,0.534923,0.407599,0.435233,0.79304,0.031365,0.415468,0.510309,0.669078,0.811175,0.269868,0
0.166667,0.054795,0.563884,0.74266,0.298791,0.844322,0.837638,0.67446,0.798969,0.679928,0.83815,0.13245,0
0.25,0.273973,0.482112,0.511226,0.697755,0.413919,0.595941,0.219424,0.328179,0.598553,0.154143,0.615894,0
0.291667,0.739726,0.589438,0.029361,0.15544,0.177656,0.215867,0.003597,0.103093,0.665461,0.017341,0.07947,0
0.375,0.369863,0.48552,0.385147,0.588946,0.115385,0.156827,0.478417,0.513746,0.301989,0.622351,0.604305,0
0.583333,0.246575,0.519591,0.53886,0.067358,0.796703,0,0.816547,0.725086,0.712477,0.807322,0.379139,0
0.416667,0.232877,0.487223,0.557858,0.081174,0.838828,0.837638,0.803957,0.781787,0.701627,0.797688,0.582781,0
0.5,0.123288,0.511073,0.689119,0.713299,0.747253,0.570111,0.696043,0.666667,0.256781,0.755299,0.442053,0
0.5,0.219178,0.511073,0.571675,0.393782,0.386447,0.815498,0.125899,0.158076,0.698011,0.023121,0.445364,0
0.333333,0.753425,0.597956,0.025907,0.117444,0.150183,0.376384,0.052158,0.135739,0.61302,0.00578,0.049669,0
0.541667,0.027397,0.488927,0.765112,0,0.844322,0.837638,0.823741,0.781787,0.826401,0.83815,0.572848,0
0.166667,0.013699,0.488927,0.7962,0.65285,0.844322,0.837638,0.823741,0.812715,0.826401,0.83815,0.572848,1
0.333333,0.369863,0.507666,0.385147,0.588946,0.032967,0.201107,0.160072,0.111684,0.068716,0.138728,0.463576,0
0.125,0.09589,0.512777,0.702936,0.803109,0.415751,0.802583,0.248201,0.396907,0.761302,0.098266,0.42053,0
0.25,0.465753,0.60477,0.279793,0.051813,0.021978,0.177122,0.235612,0.108247,0.005425,0.60501,0.038079,0
0.291667,0.164384,0.546848,0.645941,0.343696,0.192308,0.02583,0.023381,0.221649,0.528029,0.385356,0.200331,0
0.5,0.041096,0.546848,0.747841,0.231434,0.844322,0.837638,0.823741,0.730241,0.826401,0.83815,0.195364,0
0.416667,0.589041,0.524702,0.169257,0.088083,0.57326,0.690037,0.492806,0.701031,0.779385,0.238921,0.32947,0
0.166667,0.205479,0.497445,0.594128,0.746114,0.261905,0.228782,0.402878,0.268041,0.435805,0.140655,0.518212,0
0.625,0.657534,0.528109,0.084629,0.231434,0.351648,0.47417,0.05036,0.128866,0.462929,0.057803,0.324503,0
0.458333,0.013699,0.420784,0.7962,0.407599,0.844322,0.837638,0.823741,0.561856,0.468354,0.83815,0.774834,0
0.208333,0.027397,0.471891,0.765112,0,0.538462,0.782288,0.823741,0.812715,0.468354,0.83815,0.675497,0
0.208333,0.808219,0.608177,0.005181,0.055268,0.238095,0.335793,0.03777,0.051546,0.500904,0.001927,0.033113,0
0.041667,0.09589,0.48552,0.702936,0.687392,0.732601,0.051661,0.823741,0.743986,0.792043,0.7842,0.600993,0
0.166667,0.013699,0.531516,0.7962,0.407599,0.844322,0.837638,0.823741,0.781787,0.144665,0.83815,0.293046,0
0.083333,0.287671,0.488927,0.488774,0.310881,0.509158,0.645756,0.422662,0.733677,0.730561,0.824663,0.57947,0
0.666667,0.671233,0.568995,0.070812,0.134715,0.785714,0.640221,0.534173,0.589347,0.341772,0.225434,0.112583,0
0.333333,0,0.454855,0.815199,0.815199,0.844322,0.837638,0.494604,0.781787,0.826401,0.83815,0.721854,0
0.083333,0.356164,0.545145,0.407599,0.352332,0.723443,0.664207,0.726619,0.762887,0.437613,0.830443,0.206954,0
0.375,0.260274,0.480409,0.52677,0.169257,0.644689,0.52952,0.715827,0.747423,0.537071,0.83815,0.629139,0
0.375,0.575342,0.536627,0.183074,0.329879,0.227106,0.173432,0.318345,0.378007,0.088608,0.314066,0.253311,0
0.458333,0.109589,0.574106,0.697755,0.298791,0.613553,0.756458,0.494604,0.639175,0.734177,0.736031,0.094371,0
0.708333,0.60274,0.492334,0.158895,0.29361,0.593407,0.330258,0.133094,0.087629,0.097649,0.258189,0.549669,0
0.375,0.191781,0.534923,0.613126,0.566494,0.70696,0.559041,0.408273,0.149485,0.448463,0.123314,0.268212,0
0.208333,0.452055,0.511073,0.286701,0.493955,0.534799,0.092251,0.672662,0.493127,0.341772,0.822736,0.440397,0
0.166667,0.232877,0.529813,0.557858,0.221071,0.802198,0.107011,0.651079,0.66323,0.757685,0.736031,0.30298,0
0.416667,0.027397,0.483816,0.765112,0.787565,0.771062,0.782288,0.393885,0.743986,0.75226,0.55106,0.609272,0
0.291667,0.356164,0.420784,0.407599,0.677029,0.305861,0.337638,0.151079,0.034364,0.426763,0.057803,0.77649,0
0.291667,0.684932,0.649063,0.063903,0.188256,0.080586,0.070111,0.446043,0.178694,0.023508,0.564547,0.003311,0
0.708333,0.082192,0.570698,0.721934,0.141623,0.738095,0.782288,0.732014,0.721649,0.35443,0.668593,0.10596,0
0.625,0.424658,0.470187,0.317789,0.321244,0.619048,0.385609,0.717626,0.32646,0.155515,0.61079,0.692053,0
0.875,0.054795,0.449744,0.74266,0.735751,0.393773,0.035055,0.688849,0.539519,0.517179,0.633911,0.735099,0
0.5,0.383562,0.546848,0.364421,0.388601,0.835165,0,0.782374,0.713058,0.726944,0.73025,0.19702,0
0.041667,0.808219,0.534923,0.005181,0.055268,0.360806,0.723247,0.131295,0.379725,0.490054,0.159923,0.264901,1
0.416667,0.657534,0.551959,0.084629,0.274611,0.142857,0.424354,0.059353,0.113402,0.468354,0.038536,0.175497,0
0.625,0.630137,0.53322,0.132988,0.222798,0.611722,0.738007,0.580935,0.323024,0.461121,0.458574,0.279801,0
0.125,0.69863,0.550256,0.053541,0.138169,0.216117,0.706642,0.07554,0.085911,0.325497,0.042389,0.183775,0
0.166667,0.643836,0.550256,0.115717,0.288428,0.470696,0.153137,0.485612,0.338488,0.265823,0.368015,0.18543,0
0.458333,0.60274,0.55707,0.158895,0.06563,0.496337,0.381919,0.345324,0.309278,0.070524,0.421965,0.163907,0
0.291667,0.246575,0.381601,0.53886,0.765112,0.184982,0.542435,0.080935,0.152921,0.003617,0.27553,0.796358,0
0.166667,0.643836,0.500852,0.115717,0.132988,0.417582,0.741697,0.161871,0.293814,0.650995,0.412331,0.495033,0
0.416667,0.630137,0.599659,0.132988,0.020725,0.179487,0.562731,0.084532,0.140893,0.491863,0.22736,0.048013,0
0.791667,0.767123,0.592845,0.018998,0.039724,0.089744,0.48893,0.073741,0.015464,0.403255,0.007707,0.06457,0
0.125,0.506849,0.487223,0.240069,0.488774,0.397436,0.169742,0.721223,0.646048,0.433996,0.720617,0.586093,0
0.333333,0.493151,0.528109,0.253886,0.512953,0.161172,0.418819,0.082734,0.11512,0.647378,0.052023,0.319536,0
0.083333,0.219178,0.458262,0.571675,0.739206,0.115385,0.254613,0.181655,0.068729,0.352622,0.321773,0.716887,0
0.375,0.452055,0.517888,0.286701,0.181347,0.657509,0.47786,0.629496,0.623711,0.59132,0.689788,0.392384,0
0.541667,0.424658,0.551959,0.317789,0.321244,0.276557,0.684502,0.185252,0.381443,0.025316,0.358382,0.180464,0
0.208333,0,0.534923,0.815199,0.815199,0.844322,0.837638,0.638489,0.812715,0.632911,0.83815,0.271523,0
0.125,0.082192,0.529813,0.721934,0.721934,0.578755,0.726937,0.401079,0.776632,0.679928,0.614644,0.30298,0
0.541667,0.69863,0.591141,0.053541,0.046632,0.1337,0.243542,0.706835,0.462199,0.444846,0.637765,0.066225,0
0.125,0.630137,0.497445,0.132988,0.252159,0.716117,0.409594,0.71223,0.611684,0.585895,0.529865,0.523179,0
0.083333,0.246575,0.41908,0.53886,0.747841,0.075092,0.662362,0.285971,0.415808,0.121157,0.491329,0.779801,0
0.125,0.191781,0.500852,0.613126,0.35924,0.787546,0.824723,0.776978,0.797251,0.802893,0.809249,0.5,0
0.208333,0.356164,0.512777,0.407599,0.400691,0.630037,0.719557,0.703237,0.771478,0.59132,0.834297,0.43543,0
0.416667,0.30137,0.495741,0.471503,0.633851,0.602564,0.250923,0.456835,0.441581,0.658228,0.396917,0.538079,0
0.375,0.561644,0.565588,0.196891,0.37133,0.230769,0.369004,0.21223,0.080756,0.025316,0.44894,0.124172,0
0.291667,0.493151,0.50937,0.253886,0.407599,0.520147,0.699262,0.088129,0.243986,0.412297,0.186898,0.451987,0
0.083333,0.328767,0.459966,0.43696,0.642487,0.384615,0.049815,0.48741,0.360825,0.388788,0.72447,0.710265,0
0.166667,0.452055,0.475298,0.286701,0.549223,0.100733,0.568266,0.010791,0.056701,0.464738,0.292871,0.65894,0
0.125,0.041096,0.618399,0.747841,0.231434,0.844322,0.837638,0.823741,0.730241,0.826401,0.83815,0.023179,0
0.291667,0.39726,0.50937,0.345423,0.466321,0.020147,0.295203,0.428058,0.304124,0.030741,0.589595,0.453642,0
0.375,0.520548,0.521295,0.231434,0.25734,0.186813,0.594096,0.109712,0.329897,0.546112,0.398844,0.364238,0
0.208333,0.369863,0.521295,0.385147,0.569948,0.347985,0.520295,0.170863,0.341924,0.699819,0.219653,0.360927,0
0.208333,0.438356,0.475298,0.303972,0.502591,0.086081,0.372694,0.266187,0.183849,0.101266,0.402697,0.663907,0
0.208333,0.150685,0.425894,0.663212,0.457686,0.456044,0.285978,0.789568,0.780069,0.457505,0.793834,0.769868,0
0.5,0.328767,0.528109,0.43696,0.516408,0.192308,0.682657,0.030576,0.027491,0.361664,0.061657,0.321192,0
0.625,0.410959,0.497445,0.331606,0.172712,0.556777,0.734317,0.305755,0.28866,0.714286,0.377649,0.519868,0
0.083333,0.013699,0.55707,0.7962,0.65285,0.3663,0.832103,0.823741,0.683849,0.826401,0.83815,0.160596,0
0.291667,0.178082,0.483816,0.625216,0.177893,0.754579,0.782288,0.553957,0.802405,0.826401,0.77842,0.60596,0
0.25,0.178082,0.541738,0.625216,0.205527,0.71978,0.04059,0.570144,0.585911,0.78481,0.614644,0.220199,0
0.125,0.315068,0.465077,0.454231,0.71848,0.119048,0.346863,0.47482,0.202749,0.03255,0.271676,0.703642,0
0.75,0.671233,0.558773,0.070812,0.224525,0.247253,0.204797,0.338129,0.317869,0.289331,0.287091,0.147351,0
0.291667,0.178082,0.478705,0.625216,0.626943,0.538462,0.651292,0.244604,0.386598,0.584087,0.148362,0.64404,0
0.291667,0.315068,0.512777,0.454231,0.398964,0.807692,0.04059,0.76259,0.735395,0.616637,0.789981,0.427152,0
0.291667,0.369863,0.44293,0.385147,0.647668,0.549451,0.308118,0.316547,0.213058,0.117541,0.088632,0.745033,0
0.333333,0.739726,0.586031,0.029361,0.15544,0.131868,0.149446,0.435252,0.286942,0.180832,0.574181,0.081126,0
0.166667,0.369863,0.516184,0.385147,0.15544,0.620879,0.236162,0.604317,0.594502,0.728752,0.574181,0.403974,0
0.5,0.232877,0.49063,0.557858,0.708117,0.28022,0.280443,0.570144,0.630584,0.329114,0.649326,0.566225,0
0.541667,0.520548,0.548552,0.231434,0.1019,0.688645,0.188192,0.73741,0.656357,0.571429,0.510597,0.188742,0
0.333333,0.369863,0.475298,0.385147,0.518135,0.241758,0.512915,0.296763,0.164948,0.300181,0.242775,0.662252,0
0.166667,0.219178,0.507666,0.571675,0.583765,0.104396,0.632841,0.453237,0.448454,0.137432,0.587669,0.460265,0
0.541667,0.671233,0.558773,0.070812,0.202073,0.091575,0.4631,0.008993,0.02921,0.345389,0.404624,0.150662,0
0.458333,0.136986,0.465077,0.677029,0.784111,0.239927,0.136531,0.044964,0.195876,0.227848,0.445087,0.705298,0
0.375,0.150685,0.480409,0.661485,0.549223,0.626374,0.634686,0.732014,0.719931,0.717902,0.849711,0.634106,0
0.458333,0.684932,0.565588,0.067358,0.231434,0.302198,0.169742,0.611511,0.57732,0.361664,0.595376,0.114238,0
0,0.191781,0.463373,0.606218,0.709845,0.470696,0.516605,0.282374,0.350515,0.56962,0.252408,0.706954,0
0.208333,0.09589,0.393526,0.725389,0.772021,0.437729,0.664207,0.170863,0.213058,0.433996,0.420039,0.80298,0
0.416667,0.767123,0.587734,0.017271,0.053541,0.349817,0.418819,0.127698,0.061856,0.20434,0.050096,0.056291,0
0.458333,0.342466,0.492334,0.42487,0.595855,0.232601,0.660517,0.169065,0.022337,0.303797,0.04817,0.56457,0
0.208333,0.616438,0.546848,0.127807,0.234888,0.410256,0.546125,0.163669,0.276632,0.18264,0.1079,0.175497,0
0.541667,0.479452,0.50937,0.284974,0.452504,0.457875,0.254613,0.582734,0.414089,0.276673,0.776493,0.445364,0
0.166667,0.123288,0.441227,0.697755,0.661485,0.053114,0.219557,0.397482,0.221649,0.390597,0.585742,0.766556,0
0.166667,0.027397,0.475298,0.797927,0.569948,0.783883,0,0.751799,0.833333,0.860759,0.849711,0.662252,1
0.125,0.479452,0.516184,0.284974,0.38342,0.419414,0.564576,0.079137,0.11512,0.531646,0.036609,0.387417,0
0.291667,0.136986,0.470187,0.683938,0.758204,0.117216,0.269373,0.48741,0.542955,0.307414,0.655106,0.688742,0
0.333333,0.561644,0.519591,0.162349,0.248705,0.434066,0.232472,0.167266,0.273196,0.679928,0.125241,0.35596,0
0.166667,0.493151,0.51448,0.265976,0.086356,0.805861,0.444649,0.811151,0.647766,0.64557,0.402697,0.410596,0
0.375,0.287671,0.49063,0.487047,0.590674,0.445055,0.568266,0.404676,0.706186,0.372514,0.680154,0.576159,0
0.541667,0.260274,0.507666,0.509499,0.680484,0.150183,0.520295,0.104317,0.195876,0.535262,0.169557,0.461921,0
0.375,0.60274,0.536627,0.139896,0.278066,0.380952,0.717712,0.071942,0.159794,0.439421,0.111753,0.236755,0
0.541667,0.219178,0.526405,0.568221,0.215889,0.379121,0.49262,0.068345,0.123711,0.294756,0.177264,0.306291,0
0.166667,0.027397,0.505963,0.797927,0.390328,0.869963,0.872694,0.854317,0.795533,0.860759,0.849711,0.47351,0
0.083333,0.438356,0.511073,0.33506,0.582038,0.067766,0.852399,0,0.005155,0.206148,0.017341,0.438742,0
0.5,0.876712,0.620102,0.003454,0.015544,0.424908,0.739852,0.465827,0.331615,0.108499,0.369942,0.024834,0
0.833333,0.60274,0.495741,0.139896,0.33506,0.615385,0.429889,0.544964,0.62543,0.631103,0.770713,0.536424,0
0.166667,0.561644,0.550256,0.162349,0.227979,0.694139,0.830258,0.321942,0.309278,0.256781,0.271676,0.162252,0
0.416667,0.068493,0.364566,0.761658,0.804836,0.106227,0.245387,0.251799,0.250859,0.857143,0.096339,0.809603,0
0.625,0.041096,0.453152,0.787565,0.540587,0.741758,0.444649,0.68705,0.752577,0.811935,0.849711,0.736755,0
0.458333,0.794521,0.659284,0.01209,0.008636,0.725275,0.793358,0.07554,0.036082,0.444846,0.026975,0.011589,0
0.25,0.191781,0.487223,0.606218,0.647668,0.727106,0.730627,0.573741,0.580756,0.808318,0.398844,0.600993,0
0.041667,0.219178,0.408859,0.568221,0.791019,0.031136,0.416974,0.154676,0.305842,0.133816,0.179191,0.796358,0
0.125,0.164384,0.434412,0.639033,0.775475,0.542125,0.682657,0.309353,0.310997,0.542495,0.423892,0.771523,0
0.125,0.534247,0.589438,0.196891,0.300518,0.012821,0.273063,0.046763,0.013746,0.057866,0,0.05298,1
0.416667,0.575342,0.574106,0.157168,0.310881,0.505495,0.064576,0.492806,0.467354,0.296564,0.647399,0.092715,0
0.458333,0.493151,0.546848,0.265976,0.450777,0.631868,0.348708,0.413669,0.390034,0.676311,0.527938,0.182119,0
0.041667,0.219178,0.454855,0.568221,0.582038,0.309524,0.487085,0.428058,0.687285,0.576854,0.506744,0.725166,0
0.333333,0,0.471891,0.83247,0.83247,0.46337,0.854244,0.239209,0.415808,0.79566,0.225434,0.67053,0
0.375,0.671233,0.555366,0.075993,0.094991,0.423077,0.097786,0.161871,0.295533,0.764919,0.377649,0.149007,1
0.416667,0.479452,0.517888,0.284974,0.516408,0.232601,0.145756,0.642086,0.319588,0.500904,0.757225,0.377483,0
0.333333,0.232877,0.500852,0.547496,0.390328,0.857143,0.169742,0.679856,0.520619,0.65642,0.651252,0.514901,0
0.125,0.630137,0.494037,0.115717,0.241796,0.397436,0.619926,0.633094,0.575601,0.385172,0.587669,0.556291,0
0.208333,0.506849,0.504259,0.231434,0.442142,0.468864,0.317343,0.456835,0.37457,0.130199,0.574181,0.490066,0
0.541667,0.232877,0.482112,0.547496,0.702936,0.510989,0.162362,0.827338,0.718213,0.730561,0.843931,0.63245,0
0.125,0.39726,0.516184,0.364421,0.644214,0.326007,0.249077,0.624101,0.362543,0.188065,0.487476,0.397351,0
0.541667,0.753425,0.521295,0.025907,0.098446,0.474359,0.132841,0.717626,0.59622,0.44123,0.737958,0.34106,0
0.458333,0.082192,0.512777,0.740933,0.609672,0.437729,0.088561,0.244604,0.64433,0.830018,0.094412,0.422185,0
0.125,0.356164,0.51448,0.405872,0.566494,0.199634,0.749077,0.055755,0.176976,0.703436,0.034682,0.405629,0
0.291667,0.643836,0.67121,0.1019,0.093264,0.016484,0.501845,0.102518,0.046392,0.186257,0.217726,0.006623,0
0.291667,0.493151,0.483816,0.265976,0.480138,0.459707,0.223247,0.431655,0.47079,0.58047,0.71869,0.619205,0
0.583333,0.753425,0.584327,0.025907,0.122625,0.532967,0.378229,0.28777,0.242268,0.573237,0.416185,0.066225,0
0.125,0.506849,0.574106,0.231434,0.276339,0.21978,0.343173,0.314748,0.30756,0.095841,0.412331,0.089404,0
0.333333,0.506849,0.519591,0.231434,0.416235,0.421245,0.583026,0.133094,0.359107,0.352622,0.05395,0.359272,0
0.458333,0.547945,0.48552,0.181347,0.42487,0.223443,0.319188,0.136691,0.266323,0.509946,0.302505,0.60596,0
0.166667,0.082192,0.420784,0.740933,0.765112,0.456044,0.666052,0.19964,0.568729,0.352622,0.450867,0.786424,0
0.25,0.232877,0.536627,0.547496,0.559585,0.126374,0.156827,0.503597,0.491409,0.128391,0.747592,0.231788,0
0.166667,0.452055,0.502555,0.324698,0.362694,0.122711,0.083026,0.557554,0.231959,0.061483,0.628131,0.508278,0
0.416667,0.369863,0.458262,0.386874,0.02418,0.798535,0.837638,0.821942,0.69244,0.80651,0.323699,0.718543,1
0.666667,0.191781,0.483816,0.606218,0.183074,0.738095,0.778598,0.701439,0.71134,0.848101,0.258189,0.615894,0
0.416667,0.410959,0.502555,0.357513,0.552677,0.591575,0.057196,0.773381,0.637457,0.560579,0.763006,0.503311,0
0.333333,0.465753,0.499148,0.303972,0.454231,0.100733,0.241697,0.028777,0.116838,0.428571,0.021195,0.52649,0
0,0.09589,0.465077,0.725389,0.006908,0.869963,0.872694,0.816547,0.829897,0.860759,0.691715,0.703642,0
0.125,0.123288,0.522998,0.697755,0.250432,0.507326,0.169742,0.751799,0.719931,0.721519,0.849711,0.326159,0
0.5,0.342466,0.524702,0.42487,0.531952,0.173993,0.202952,0.661871,0.372852,0.151899,0.630058,0.321192,0
0.208333,0.205479,0.507666,0.587219,0.072539,0.862637,0,0.848921,0.819588,0.811935,0.801541,0.460265,0
0.166667,0.506849,0.555366,0.231434,0.26943,0.512821,0.577491,0.735612,0.666667,0.327306,0.682081,0.150662,1
0.375,0.424658,0.562181,0.348877,0.528497,0.267399,0.267528,0.715827,0.32646,0.218807,0.317919,0.134106,0
0.208333,0.164384,0.504259,0.639033,0.145078,0.824176,0.295203,0.647482,0.831615,0.837251,0.791908,0.488411,0
0.5,0.356164,0.470187,0.405872,0.620035,0.289377,0.226937,0.192446,0.400344,0.77396,0.472062,0.68543,0
0.583333,0.246575,0.446337,0.530225,0.747841,0.304029,0.701107,0.160072,0.073883,0.45208,0.612717,0.756623,0
0.5,0.136986,0.477002,0.683938,0.751295,0.025641,0.306273,0.113309,0.092784,0.151899,0.277457,0.652318,0
0.666667,0.410959,0.517888,0.357513,0.595855,0.668498,0.04428,0.706835,0.43299,0.473779,0.797688,0.374172,0
0.458333,0.09589,0.53833,0.725389,0.701209,0.869963,0.872694,0.854317,0.750859,0.822785,0.807322,0.213576,0
0.291667,0.561644,0.575809,0.162349,0.210708,0.177656,0.52214,0.284173,0.164948,0.137432,0.408478,0.087748,0
0.541667,0.315068,0.46678,0.455959,0.694301,0.771062,0.066421,0.627698,0.216495,0.394213,0.219653,0.69702,0
0.458333,0.506849,0.50937,0.231434,0.290155,0.754579,0.763838,0.535971,0.537801,0.76311,0.33526,0.451987,0
0.333333,0.109589,0.456559,0.715026,0.822107,0.501832,0.197417,0.514388,0.386598,0.367089,0.645472,0.721854,0
0.708333,0.369863,0.522998,0.386874,0.507772,0.335165,0.634686,0.223022,0.194158,0.584087,0.082852,0.336093,0
0.5,0.260274,0.483816,0.509499,0.53886,0.03663,0.392989,0.264388,0.036082,0.191682,0.192678,0.612583,0
0.5,0.260274,0.512777,0.509499,0.601036,0.6337,0.49262,0.541367,0.549828,0.768535,0.50289,0.425497,0
0.375,0.068493,0.500852,0.761658,0.552677,0.705128,0,0.830935,0.745704,0.853526,0.849711,0.509934,0
0.25,0.123288,0.504259,0.697755,0.692573,0.752747,0.079336,0.69964,0.584192,0.202532,0.475915,0.485099,0
0.583333,0.643836,0.521295,0.1019,0.188256,0.454212,0.555351,0.086331,0.113402,0.745027,0.140655,0.346026,0
0.458333,0.767123,0.674617,0.017271,0.11399,0.091575,0.049815,0.435252,0.161512,0.007233,0.595376,0.004967,0
0.541667,0.232877,0.545145,0.547496,0.279793,0.79304,0.774908,0.444245,0.689003,0.661844,0.67052,0.188742,0
0.208333,0.082192,0.451448,0.740933,0.815199,0.492674,0.444649,0.473022,0.517182,0.410488,0.38921,0.740066,0
0.083333,0.109589,0.534923,0.715026,0.145078,0.32967,0.870849,0.345324,0.445017,0.853526,0.125241,0.245033,0
0.125,0.369863,0.528109,0.386874,0.535406,0.216117,0.376384,0.158273,0.130584,0.477396,0.109827,0.294702,0
0.291667,0.150685,0.446337,0.661485,0.801382,0.576923,0.357934,0.147482,0.175258,0.41953,0.077071,0.753311,0
0.416667,0.575342,0.516184,0.157168,0.360967,0.192308,0.47417,0.27518,0.341924,0.063291,0.481696,0.389073,0
0.208333,0.246575,0.548552,0.530225,0.633851,0.567766,0.760148,0.296763,0.505155,0.777577,0.28131,0.167219,0
0.166667,0.726027,0.560477,0.039724,0.143351,0.3663,0.48893,0.478417,0.534364,0.44123,0.518304,0.137417,0
0.416667,0.69863,0.550256,0.058722,0.15544,0.39011,0.110701,0.701439,0.486254,0.17179,0.635838,0.163907,0
0.333333,0.506849,0.507666,0.231434,0.506045,0.239927,0.090406,0.728417,0.558419,0.424955,0.815029,0.456954,0
0.625,0.315068,0.482112,0.455959,0.096718,0.798535,0.232472,0.850719,0.817869,0.848101,0.849711,0.625828,0
0.208333,0.69863,0.586031,0.058722,0.207254,0.049451,0.099631,0.455036,0.156357,0.101266,0.456647,0.061258,0
0.416667,0.383562,0.531516,0.376511,0.56304,0.796703,0.586716,0.823741,0.783505,0.757685,0.77264,0.269868,0
0.291667,0.315068,0.528109,0.455959,0.587219,0.14652,0.055351,0.498201,0.264605,0.253165,0.34104,0.291391,0
0.541667,0.150685,0.463373,0.661485,0.625216,0.490842,0.424354,0.417266,0.5,0.584087,0.549133,0.711921,0
0.375,0.753425,0.613288,0.025907,0.122625,0.413919,0.084871,0.417266,0.21134,0.083183,0.075145,0.033113,0
0.375,0.506849,0.51448,0.231434,0.317789,0.695971,0.712177,0.258993,0.321306,0.321881,0.196532,0.402318,0
0,0.520548,0.541738,0.214162,0.47323,0.791209,0.702952,0.656475,0.656357,0.509946,0.61079,0.206954,0
