W,MIN,FGM,FG3M,AST,STL,BLK,PLUS_MINUS,PLUS_MINUS_RANK,All_Star_Selection
0.383562,0.381062,0.130435,0.113208,0.076923,0.166667,0,0.497445,0.610927,0
0.69863,0.778291,0.347826,0.471698,0.136752,0.5,0.054054,0.618399,0.018212,0
0.493151,0.387991,0.226087,0.018868,0.102564,0.133333,0.081081,0.517888,0.438742,0
0.136986,0.498845,0.469565,0.207547,0.401709,0.233333,0.027027,0.483816,0.690397,0
0.561644,0.43649,0.321739,0.207547,0.102564,0.133333,0.135135,0.524702,0.374172,0
0.013699,0.023095,0,0,0,0,0,0.522998,0.385762,0
0.369863,0.461894,0.217391,0,0.051282,0.1,0.081081,0.478705,0.726821,0
0.273973,0.468822,0.252174,0.433962,0.051282,0.1,0.027027,0.434412,0.842715,0
0.09589,0.332564,0.208696,0.09434,0.068376,0.333333,0.054054,0.497445,0.604305,0
0.150685,0.30254,0.147826,0.150943,0.059829,0.066667,0.027027,0.512777,0.47351,0
0.205479,0.397229,0.226087,0.245283,0.119658,0.1,0.027027,0.477002,0.733444,0
0.30137,0.288684,0.147826,0.056604,0.162393,0.2,0.054054,0.516184,0.443709,0
0.534247,0.65358,0.373913,0.320755,0.196581,0.266667,0.135135,0.53322,0.284768,0
0.013699,0.046189,0,0,0,0,0,0.420784,0.860927,0
0.273973,0.535797,0.26087,0.113208,0.376068,0.333333,0.027027,0.448041,0.82947,0
0.369863,0.383372,0.243478,0.037736,0.059829,0.066667,0.135135,0.529813,0.312914,0
0.260274,0.709007,0.608696,0.415094,0.444444,0.366667,0.081081,0.531516,0.301325,0
0.232877,0.65127,0.321739,0.056604,0.205128,0.3,0.108108,0.50937,0.498344,0
0.205479,0.572748,0.226087,0,0.102564,0.1,0.162162,0.432709,0.846026,0
0.643836,0.408776,0.156522,0.09434,0.239316,0.4,0.027027,0.560477,0.14404,0
0.123288,0.113164,0.017391,0.018868,0.034188,0,0.027027,0.517888,0.430464,0
0.013699,0.203233,0.017391,0,0.051282,0.066667,0,0.574106,0.099338,0
0.657534,0.7806,0.73913,0.396226,0.367521,0.8,0.216216,0.599659,0.051325,1
0.273973,0.404157,0.173913,0.188679,0.102564,0.233333,0.108108,0.502555,0.55298,0
0,0.039261,0.069565,0,0,0,0.081081,0.548552,0.201987,1
0.054795,0.26097,0.173913,0.113208,0.059829,0.1,0.027027,0.534923,0.27649,0
0.054795,0.157044,0.121739,0.037736,0.08547,0,0.054054,0.471891,0.756623,0
0.575342,0.60739,0.321739,0.54717,0.08547,0.233333,0.027027,0.550256,0.18543,0
0.136986,0.452656,0.286957,0.264151,0.162393,0.166667,0.027027,0.473595,0.748344,0
0.246575,0.376443,0.130435,0.018868,0.076923,0.166667,0.054054,0.494037,0.629139,0
0.520548,0.459584,0.173913,0.150943,0.068376,0.333333,0.216216,0.50937,0.503311,0
0.273973,0.775982,0.391304,0.45283,0.230769,0.4,0.081081,0.436116,0.84106,0
0.630137,0.759815,0.495652,0.358491,0.350427,0.333333,0.162162,0.548552,0.200331,0
0.315068,0.642032,0.46087,0,0.205128,0.366667,0.243243,0.448041,0.827815,0
0.273973,0.230947,0.165217,0,0.017094,0.066667,0.135135,0.529813,0.316225,0
0.273973,0.233256,0.165217,0.018868,0.059829,0.133333,0.081081,0.522998,0.385762,0
0.561644,0.727483,0.330435,0.226415,0.179487,0.2,0.135135,0.536627,0.273179,0
0.027397,0.076212,0.017391,0,0.059829,0.066667,0,0.488927,0.660596,0
0,0.540416,0.208696,0.037736,0.307692,0.4,0.162162,0.321976,0.890728,0
0.013699,0.080831,0,0,0,0.166667,0,0.531516,0.304636,0
0.328767,0.637413,0.330435,0.301887,0.213675,0.266667,0.027027,0.522998,0.38245,0
0.561644,0.360277,0.147826,0.09434,0.068376,0.1,0.135135,0.526405,0.350993,0
0.123288,0.625866,0.495652,0.339623,0.25641,0.333333,0.054054,0.400341,0.877483,0
0.246575,0.586605,0.530435,0.169811,0.188034,0.233333,0.054054,0.420784,0.859272,0
0.643836,0.321016,0.191304,0,0.136752,0.2,0.054054,0.570698,0.114238,0
0.191781,0.154734,0.026087,0.018868,0.008547,0.033333,0.216216,0.459966,0.798013,0
0.547945,0.775982,0.521739,0.301887,0.316239,0.233333,0.189189,0.546848,0.210265,0
0.424658,0.293303,0.182609,0.169811,0.145299,0.133333,0.081081,0.55707,0.149007,0
0.520548,0.258661,0.130435,0.09434,0.025641,0.1,0.054054,0.480409,0.706954,0
0.561644,0.665127,0.495652,0.207547,0.358974,0.3,0.351351,0.587734,0.074503,0
0.712329,0.648961,0.278261,0.226415,0.111111,0.266667,0.108108,0.603066,0.043046,0
0.013699,0.113164,0.13913,0,0.051282,0.066667,0,0.577513,0.092715,0
0.260274,0.491917,0.26087,0.188679,0.17094,0.2,0.081081,0.44293,0.817881,0
0.287671,0.43418,0.156522,0.245283,0.051282,0.166667,0.054054,0.53833,0.245033,0
0.109589,0.484988,0.269565,0.188679,0.264957,0.333333,0.108108,0.553663,0.17053,1
0.383562,0.459584,0.365217,0.188679,0.094017,0.133333,0.243243,0.487223,0.67053,1
0.09589,0.330254,0.165217,0.075472,0.068376,0.066667,0.135135,0.46167,0.769868,0
0.726027,0.316397,0.165217,0.113208,0.034188,0.1,0.054054,0.526405,0.347682,0
0.123288,0.101617,0.026087,0.018868,0.008547,0.033333,0.054054,0.524702,0.360927,0
0.260274,0.605081,0.278261,0.433962,0.094017,0.166667,0.081081,0.524702,0.359272,0
0.178082,0.52194,0.313043,0.150943,0.162393,0.133333,0.054054,0.468484,0.754967,0
0.123288,0.127021,0.069565,0,0.025641,0.1,0.081081,0.541738,0.235099,0
0.438356,0.235566,0.130435,0.037736,0.102564,0.1,0.081081,0.499148,0.572848,0
0.547945,0.769053,0.617391,0.018868,0.119658,0.566667,0.459459,0.560477,0.134106,0
0.643836,0.531178,0.191304,0.132075,0.273504,0.3,0.216216,0.601363,0.051325,0
0.013699,0.080831,0,0,0,0.1,0,0.545145,0.220199,0
0.109589,0.277136,0.13913,0,0.08547,0.1,0.189189,0.53833,0.25,0
0.082192,0.247113,0.078261,0.056604,0.119658,0.066667,0.027027,0.500852,0.549669,0
0.424658,0.799076,0.591304,0.301887,0.213675,0.333333,0.189189,0.507666,0.496689,1
0.232877,0.157044,0.121739,0.09434,0.059829,0.033333,0,0.478705,0.711921,0
0,0.166282,0.043478,0,0,0.166667,0,0.548552,0.198675,0
0.178082,0.418014,0.269565,0,0.076923,0.066667,0.108108,0.499148,0.562914,0
0.342466,0.757506,0.826087,0.169811,0.333333,0.533333,0.648649,0.563884,0.124172,0
0.369863,0.378753,0.130435,0.226415,0.059829,0.1,0.081081,0.505963,0.514901,0
0.191781,0.330254,0.252174,0.113208,0.059829,0.066667,0.054054,0.478705,0.710265,0
0.438356,0.367206,0.182609,0.075472,0.094017,0.066667,0.189189,0.565588,0.112583,0
0.616438,0.612009,0.269565,0.264151,0.188034,0.2,0.081081,0.546848,0.211921,0
0.424658,0.692841,0.33913,0.264151,0.205128,0.233333,0.081081,0.500852,0.55298,0
0.027397,0.159353,0.113043,0.075472,0,0.1,0,0.483816,0.688742,0
0.534247,0.533487,0.295652,0,0.188034,0.3,0.216216,0.528109,0.332781,0
0.09589,0.187067,0.113043,0.169811,0.017094,0.1,0.054054,0.507666,0.493377,0
0.684932,0.785219,0.591304,0,0.65812,0.466667,0.216216,0.548552,0.203642,0
0.013699,0.362587,0.243478,0,0.153846,0.1,0.081081,0.454855,0.784768,0
0.328767,0.330254,0.13913,0,0.051282,0.066667,0.216216,0.480409,0.700331,0
0.534247,0.803695,0.721739,0.471698,0.461538,0.233333,0.108108,0.531516,0.31457,0
0.424658,0.265589,0.243478,0.018868,0.076923,0.1,0.135135,0.524702,0.36755,0
0.191781,0.595843,0.486957,0.283019,0.119658,0.233333,0.108108,0.48552,0.675497,0
0.438356,0.637413,0.452174,0.358491,0.324786,0.333333,0.054054,0.512777,0.443709,0
0.643836,0.729792,0.556522,0.377358,0.17094,0.3,0,0.560477,0.135762,0
0.082192,0.279446,0.13913,0.113208,0.034188,0.2,0.027027,0.475298,0.720199,0
0.369863,0.214781,0.121739,0.075472,0.136752,0.1,0.027027,0.55707,0.153974,0
0.438356,0.847575,0.808696,0.471698,0.470085,0.5,0.189189,0.499148,0.566225,0
0.136986,0.078522,0.034783,0.018868,0.076923,0,0,0.536627,0.274834,0
0.342466,0.778291,0.608696,0.113208,0.25641,0.166667,0.162162,0.504259,0.523179,0
0.232877,0.431871,0.217391,0.207547,0.153846,0.166667,0.027027,0.439523,0.831126,0
0.041096,0.34873,0.173913,0.150943,0.059829,0.2,0.054054,0.488927,0.660596,0
0.821918,0.658199,0.382609,0.433962,0.102564,0.2,0.594595,0.645656,0.013245,0
0.479452,0.448037,0.147826,0.056604,0.102564,0.166667,0.135135,0.521295,0.395695,0
0.191781,0.538106,0.243478,0.264151,0.128205,0.133333,0.27027,0.522998,0.372517,0
0.657534,0.642032,0.382609,0.396226,0.179487,0.166667,0,0.521295,0.402318,1
0.534247,0.732102,0.66087,0.641509,0.213675,0.233333,0.108108,0.522998,0.372517,0
0.054795,0.191686,0.095652,0.056604,0.068376,0.133333,0,0.46678,0.758278,0
0.589041,0.778291,0.713043,0.45283,0.25641,0.266667,0.108108,0.608177,0.034768,0
0.452055,0.369515,0.182609,0.245283,0.059829,0.166667,0.081081,0.517888,0.422185,0
0.136986,0.191686,0.078261,0,0.042735,0.1,0,0.473595,0.733444,0
0.082192,0.311778,0.147826,0.207547,0.059829,0.1,0.027027,0.499148,0.567881,0
0.09589,0.406467,0.208696,0.113208,0.230769,0.233333,0.054054,0.427598,0.850993,0
0.260274,0.6097,0.452174,0.226415,0.333333,0.366667,0.108108,0.517888,0.42053,1
0.054795,0.674365,0.426087,0.396226,0.042735,0.133333,0.189189,0.415673,0.862583,0
0.232877,0.73903,0.408696,0.320755,0.222222,0.266667,0.027027,0.379898,0.872517,0
0.136986,0.464203,0.191304,0.056604,0.068376,0.166667,0.027027,0.478705,0.713576,0
0.150685,0.452656,0.234783,0.226415,0.145299,0.266667,0.054054,0.492334,0.64404,0
0.09589,0.214781,0.104348,0.169811,0.051282,0.066667,0.027027,0.453152,0.788079,0
0.260274,0.34642,0.165217,0.169811,0.17094,0.166667,0.027027,0.48552,0.683775,0
0.369863,0.318707,0.226087,0,0.042735,0.166667,0.135135,0.499148,0.574503,0
0.191781,0.110855,0.06087,0,0.034188,0.066667,0.027027,0.522998,0.392384,0
0.287671,0.12933,0.104348,0.075472,0.008547,0.066667,0.243243,0.51448,0.433775,0
0.082192,0.101617,0.026087,0.056604,0.051282,0.033333,0.027027,0.494037,0.629139,0
0.534247,0.734411,0.452174,0.415094,0.700855,0.666667,0.081081,0.611584,0.031457,0
0.178082,0.270208,0.252174,0.075472,0.034188,0.1,0.135135,0.480409,0.705298,1
0.60274,0.771363,0.617391,0,0.119658,0.233333,0.405405,0.582624,0.086093,0
0.30137,0.581986,0.33913,0.018868,0.179487,0.266667,0.216216,0.53833,0.261589,0
0.260274,0.729792,0.547826,0.283019,0.25641,0.166667,0.027027,0.383305,0.870861,0
0.178082,0.362587,0.147826,0.09434,0.111111,0.333333,0.054054,0.522998,0.370861,0
0.657534,0.577367,0.243478,0.132075,0.333333,0.366667,0.081081,0.567291,0.109272,0
0.082192,0.286374,0.13913,0.09434,0.094017,0.2,0.027027,0.495741,0.619205,0
0.219178,0.281755,0.13913,0,0.051282,0.066667,0.027027,0.48552,0.672185,1
0.575342,0.692841,0.704348,0.54717,0.598291,0.4,0.054054,0.528109,0.32947,0
0.575342,0.642032,0.33913,0.301887,0.452991,0.2,0,0.558773,0.147351,0
0.506849,0.420323,0.191304,0.188679,0.094017,0.133333,0.108108,0.551959,0.182119,0
0,0.150115,0.086957,0,0,0.333333,0,0.471891,0.736755,0
0.041096,0.316397,0.086957,0.150943,0.068376,0.033333,0,0.451448,0.794702,0
0.205479,0.3903,0.191304,0,0.102564,0.166667,0.27027,0.534923,0.288079,0
0.69863,0.815242,0.73913,0.566038,0.589744,0.366667,0.108108,0.62862,0.023179,0
0.246575,0.265589,0.156522,0.150943,0.034188,0.133333,0,0.494037,0.627483,0
0.164384,0.628176,0.347826,0.320755,0.153846,0.266667,0.027027,0.446337,0.812914,0
0.09589,0.242494,0.104348,0.075472,0.102564,0.1,0.027027,0.499148,0.567881,0
0.520548,0.314088,0.191304,0.075472,0.08547,0.1,0.162162,0.55707,0.160596,0
0.547945,0.69515,0.521739,0.45283,0.222222,0.233333,0.081081,0.548552,0.195364,0
0.767123,0.635104,0.321739,0.471698,0.136752,0.3,0.189189,0.659284,0.009934,0
0.493151,0.330254,0.104348,0.09434,0.068376,0.133333,0.054054,0.477002,0.716887,0
0.287671,0.360277,0.208696,0.075472,0.222222,0.1,0.027027,0.541738,0.228477,0
0.369863,0.575058,0.26087,0.358491,0.08547,0.166667,0.081081,0.596252,0.057947,0
0.534247,0.572748,0.330435,0.283019,0.136752,0.2,0.027027,0.50937,0.486755,0
0.424658,0.584296,0.234783,0.358491,0.179487,0.2,0.081081,0.526405,0.337748,0
0.616438,0.646651,0.356522,0.188679,0.512821,0.466667,0.027027,0.550256,0.193709,0
0.054795,0.254042,0.113043,0.113208,0.076923,0.033333,0,0.50937,0.47351,0
0.191781,0.441109,0.217391,0.09434,0.094017,0.233333,0.081081,0.497445,0.592715,0
0.60274,0.491917,0.234783,0.358491,0.111111,0.166667,0.108108,0.58092,0.089404,0
0.054795,0.103926,0.043478,0.037736,0.025641,0.033333,0,0.555366,0.167219,0
0.534247,0.720554,0.53913,0.207547,0.623932,0.533333,0.162162,0.536627,0.264901,0
0.178082,0.450346,0.173913,0.113208,0.273504,0.466667,0.135135,0.465077,0.761589,0
0.342466,0.681293,0.356522,0,0.196581,0.2,0.297297,0.470187,0.748344,0
0.39726,0.540416,0.295652,0.113208,0.213675,0.433333,0.135135,0.475298,0.725166,0
0.60274,0.801386,0.713043,0.018868,0.529915,0.366667,0.135135,0.524702,0.350993,0
0.315068,0.588915,0.513043,0.169811,0.307692,0.433333,0.405405,0.560477,0.139073,0
0.493151,0.581986,0.295652,0.301887,0.111111,0.166667,0.027027,0.534923,0.278146,0
0.09589,0.066975,0.034783,0,0.076923,0.1,0,0.524702,0.349338,0
0.232877,0.704388,0.626087,0,0.153846,0.3,0.243243,0.431005,0.844371,0
0.616438,0.517321,0.278261,0.132075,0.282051,0.4,0.108108,0.522998,0.369205,1
0.068493,0.147806,0.113043,0.056604,0.068376,0.1,0,0.492334,0.640728,0
0.054795,0.230947,0.052174,0.056604,0.025641,0.033333,0.054054,0.495741,0.612583,0
0.643836,0.672055,0.504348,0.301887,0.350427,0.266667,0.054054,0.558773,0.140728,1
0.287671,0.65358,0.452174,0.245283,0.410256,0.433333,0.108108,0.473595,0.730132,0
0.287671,0.168591,0.086957,0.056604,0.025641,0.066667,0.081081,0.536627,0.263245,0
0.630137,0.531178,0.417391,0.037736,0.102564,0.233333,0.378378,0.563884,0.119205,1
0.424658,0.438799,0.234783,0.09434,0.051282,0.266667,0.189189,0.516184,0.425497,0
0.328767,0.625866,0.617391,0.207547,0.367521,0.2,0.054054,0.534923,0.284768,0
0.561644,0.591224,0.33913,0.132075,0.333333,0.333333,0.189189,0.562181,0.13245,0
0.205479,0.803695,0.8,0.396226,0.581197,0.3,0.054054,0.434412,0.837748,0
0.383562,0.357968,0.165217,0.169811,0.153846,0.166667,0.054054,0.499148,0.576159,0
0.013699,0.307159,0.234783,0,0.076923,0.2,0.243243,0.500852,0.548013,0
0.246575,0.334873,0.13913,0.132075,0.222222,0.166667,0,0.48552,0.673841,0
0.328767,0.575058,0.347826,0.245283,0.119658,0.366667,0.297297,0.477002,0.718543,0
0.041096,0.300231,0.147826,0,0.051282,0.1,0.162162,0.482112,0.695364,0
0.123288,0.418014,0.234783,0.150943,0.076923,0.2,0.054054,0.507666,0.491722,1
0.273973,0.593533,0.391304,0.471698,0.239316,0.233333,0.054054,0.507666,0.490066,0
0.232877,0.355658,0.226087,0.245283,0.059829,0.066667,0.108108,0.500852,0.546358,0
0.589041,0.568129,0.486957,0.018868,0.247863,0.2,0.108108,0.567291,0.10596,1
0.041096,0.094688,0.086957,0,0.025641,0,0.081081,0.432709,0.842715,0
0.671233,0.773672,0.747826,0.45283,0.358974,0.466667,0.108108,0.60477,0.041391,0
0.273973,0.34642,0.165217,0.150943,0.094017,0.166667,0.054054,0.591141,0.066225,0
0.027397,0.013857,0,0,0,0,0,0.511073,0.456954,0
0.452055,0.561201,0.243478,0.188679,0.102564,0.3,0.108108,0.504259,0.518212,0
0.589041,0.397229,0.234783,0.207547,0.076923,0.066667,0.027027,0.551959,0.180464,1
0.123288,0.411085,0.165217,0.09434,0.102564,0.133333,0.135135,0.463373,0.766556,0
0.657534,0.718245,0.243478,0.132075,0.589744,0.466667,0.297297,0.642249,0.018212,0
0.178082,0.108545,0.06087,0,0.025641,0.033333,0.054054,0.507666,0.5,0
0.09589,0.242494,0.104348,0.132075,0.025641,0.1,0,0.48552,0.675497,0
0,0.295612,0.130435,0,0.213675,0.166667,0,0.437819,0.832781,0
0.273973,0.401848,0.243478,0.169811,0.094017,0.1,0.027027,0.51448,0.438742,0
0.054795,0.584296,0.417391,0,0.034188,0.266667,0.108108,0.427598,0.849338,0
0.424658,0.494226,0.330435,0.09434,0.128205,0.2,0.162162,0.526405,0.34106,0
0.479452,0.600462,0.504348,0.226415,0.358974,0.266667,0.135135,0.507666,0.503311,0
0.054795,0.096998,0.086957,0.018868,0.017094,0.066667,0,0.541738,0.231788,0
0.287671,0.632794,0.417391,0.264151,0.162393,0.266667,0.054054,0.526405,0.344371,0
0.575342,0.408776,0.2,0,0.068376,0.133333,0.108108,0.543441,0.226821,0
0.191781,0.205543,0.086957,0.056604,0.034188,0.166667,0.054054,0.499148,0.581126,0
0.479452,0.140878,0.086957,0,0.042735,0.066667,0.162162,0.505963,0.506623,0
0.246575,0.683603,0.373913,0.150943,0.649573,0.333333,0.108108,0.495741,0.615894,0
0.09589,0.413395,0.191304,0.132075,0.205128,0.2,0.027027,0.454855,0.784768,0
0,0.170901,0.113043,0,0.059829,0.333333,0,0.545145,0.215232,0
0.178082,0.623557,0.486957,0.226415,0.333333,0.233333,0.081081,0.41908,0.859272,0
0.383562,0.561201,0.486957,0.018868,0.145299,0.166667,0.108108,0.475298,0.726821,0
0.808219,0.667436,0.521739,0.301887,0.470085,0.5,0.108108,0.645656,0.014901,0
0.60274,0.727483,0.486957,0.603774,0.162393,0.2,0.108108,0.609881,0.033113,0
0.041096,0.193995,0.052174,0.037736,0.068376,0.066667,0.054054,0.465077,0.764901,0
0.671233,0.420323,0.217391,0.169811,0.068376,0.166667,0.081081,0.584327,0.081126,0
0.575342,0.722864,0.504348,0.358491,0.307692,0.3,0.027027,0.543441,0.22351,0
0.643836,0.503464,0.243478,0.037736,0.333333,0.166667,0.054054,0.529813,0.322848,1
0.30137,0.438799,0.278261,0.169811,0.094017,0.133333,0,0.48552,0.678808,0
0.30137,0.367206,0.252174,0.207547,0.111111,0.1,0.081081,0.53833,0.254967,0
0.219178,0.26097,0.165217,0.075472,0.188034,0.133333,0.027027,0.458262,0.778146,0
0.123288,0.48037,0.191304,0.150943,0.239316,0.233333,0.081081,0.449744,0.799669,0
0.630137,0.630485,0.330435,0.339623,0.410256,0.3,0.081081,0.603066,0.049669,0
0.410959,0.323326,0.173913,0.188679,0.094017,0.2,0,0.545145,0.218543,0
0.506849,0.623557,0.243478,0.226415,0.119658,0.333333,0.108108,0.504259,0.521523,0
0.452055,0.286374,0.086957,0.150943,0.034188,0.133333,0.135135,0.531516,0.309603,0
0.520548,0.660508,0.408696,0.264151,0.188034,0.333333,0.081081,0.591141,0.06457,0
0.027397,0.117783,0.147826,0.056604,0.111111,0.333333,0.081081,0.586031,0.07947,0
0.191781,0.166282,0.095652,0.056604,0.025641,0.033333,0.027027,0.51448,0.442053,0
0.534247,0.496536,0.243478,0.150943,0.196581,0.3,0.027027,0.563884,0.122517,0
0,0.13164,0,0,0,0,0,0.369676,0.875828,0
0.561644,0.198614,0.130435,0.132075,0.051282,0.066667,0.027027,0.495741,0.600993,0
0.643836,0.461894,0.278261,0.396226,0.042735,0.166667,0.108108,0.553663,0.175497,0
0.767123,0.752887,0.869565,0.132075,0.504274,0.433333,0.405405,0.678024,0.004967,0
0.328767,0.295612,0.13913,0.075472,0.034188,0.1,0.054054,0.519591,0.413907,0
0.219178,0.630485,0.434783,0.301887,0.410256,0.266667,0.027027,0.543441,0.225166,1
0.60274,0.593533,0.356522,0.207547,0.290598,0.3,0.081081,0.574106,0.097682,0
0.452055,0.309469,0.217391,0.056604,0.076923,0.2,0.135135,0.497445,0.594371,0
0.30137,0.249423,0.156522,0.150943,0.059829,0.066667,0.054054,0.470187,0.743377,0
0.383562,0.254042,0.182609,0,0.051282,0.1,0.054054,0.494037,0.624172,0
0.369863,0.136259,0.078261,0.037736,0.034188,0.066667,0.054054,0.516184,0.430464,0
0.39726,0.233256,0.130435,0.018868,0.025641,0.133333,0.054054,0.497445,0.587748,0
0.465753,0.755196,0.486957,0.433962,0.128205,0.2,0.054054,0.511073,0.466887,0
0.356164,0.321016,0.26087,0,0.128205,0.166667,0.108108,0.492334,0.639073,0
0.452055,0.533487,0.469565,0,0.068376,0.2,0.513514,0.528109,0.331126,0
0.027397,0.180139,0.069565,0.037736,0.034188,0.066667,0,0.444634,0.816225,0
0.054795,0.309469,0.182609,0.169811,0.068376,0.133333,0.027027,0.51448,0.440397,0
0.328767,0.369515,0.217391,0.207547,0.136752,0.133333,0.027027,0.507666,0.501656,0
0.164384,0.332564,0.121739,0.018868,0.059829,0.233333,0.135135,0.505963,0.506623,0
0.027397,0.04388,0,0,0.025641,0,0.081081,0.511073,0.456954,0
0.534247,0.547344,0.234783,0.283019,0.153846,0.333333,0.108108,0.511073,0.471854,0
0.09589,0.122402,0.017391,0,0.059829,0.133333,0.054054,0.53322,0.296358,0
0.013699,0.256351,0.104348,0.113208,0,0.066667,0,0.448041,0.807947,0
0.232877,0.325635,0.121739,0.056604,0.188034,0.1,0.027027,0.531516,0.307947,0
0.136986,0.47806,0.182609,0.207547,0.239316,0.166667,0.027027,0.424191,0.852649,0
0.205479,0.177829,0.06087,0.018868,0.042735,0.1,0.108108,0.546848,0.208609,0
0.013699,0.244804,0.113043,0,0.059829,0.1,0.27027,0.511073,0.456954,0
0.082192,0.344111,0.243478,0.188679,0.162393,0.133333,0.027027,0.492334,0.640728,0
0.452055,0.510393,0.321739,0.150943,0.307692,0.166667,0.054054,0.548552,0.201987,0
0.273973,0.334873,0.208696,0.018868,0.094017,0.1,0.081081,0.49063,0.653974,0
0.438356,0.401848,0.313043,0,0.094017,0.066667,0.243243,0.534923,0.286424,0
0.273973,0.452656,0.365217,0.188679,0.478632,0.2,0,0.548552,0.19702,0
0.013699,0.189376,0.130435,0,0.08547,0,0,0.531516,0.311258,0
0.671233,0.718245,0.513043,0.603774,0.230769,0.133333,0.054054,0.591141,0.061258,0
0.013699,0.461894,0.217391,0.207547,0.162393,0.333333,0.081081,0.500852,0.544702,0
0.013699,0.729792,0.634783,0.245283,0.08547,0.333333,0.216216,0.492334,0.63245,0
0.424658,0.482679,0.304348,0.207547,0.068376,0.233333,0.135135,0.46678,0.759934,0
0.479452,0.510393,0.46087,0,0.059829,0.2,0.540541,0.487223,0.668874,0
0.246575,0.616628,0.504348,0.188679,0.205128,0.233333,0.135135,0.468484,0.75,0
0.287671,0.152425,0.052174,0.018868,0.068376,0.066667,0.027027,0.502555,0.529801,0
0.657534,0.621247,0.347826,0.415094,0.145299,0.266667,0.108108,0.570698,0.100993,0
0.315068,0.360277,0.313043,0,0.059829,0.1,0.189189,0.488927,0.660596,0
0.630137,0.427252,0.26087,0.150943,0.059829,0.133333,0.108108,0.540034,0.238411,0
0.589041,0.376443,0.208696,0,0.102564,0.133333,0.243243,0.541738,0.228477,0
0.369863,0.498845,0.313043,0.169811,0.273504,0.166667,0.027027,0.504259,0.52649,0
0.041096,0.30485,0.13913,0.113208,0.034188,0.2,0.027027,0.495741,0.597682,0
0.178082,0.431871,0.234783,0.188679,0.307692,0.166667,0.054054,0.422487,0.854305,0
0.671233,0.748268,0.591304,0.377358,0.410256,0.3,0.108108,0.579216,0.09106,0
0.479452,0.484988,0.208696,0.169811,0.059829,0.233333,0.108108,0.521295,0.405629,0
0.69863,0.845266,0.93913,0.90566,0.641026,0.666667,0.189189,0.601363,0.05298,0
0.369863,0.484988,0.26087,0.169811,0.213675,0.2,0.135135,0.49063,0.652318,0
0.109589,0.152425,0.069565,0.09434,0.042735,0.033333,0,0.495741,0.607616,0
0.383562,0.473441,0.147826,0.169811,0.119658,0.2,0.081081,0.53322,0.294702,0
0.054795,0.177829,0.078261,0.056604,0.076923,0.066667,0.027027,0.49063,0.657285,0
0.273973,0.17552,0.086957,0.09434,0.034188,0.033333,0.054054,0.534923,0.27649,0
0.315068,0.598152,0.443478,0.169811,0.094017,0.3,0.378378,0.492334,0.635762,0
0.054795,0.371824,0.147826,0.075472,0.042735,0.1,0.081081,0.495741,0.60596,0
0.136986,0.090069,0.043478,0,0.017094,0.133333,0.027027,0.53322,0.298013,0
0.575342,0.600462,0.365217,0.018868,0.119658,0.166667,0.405405,0.497445,0.586093,0
0.136986,0.214781,0.095652,0.09434,0.059829,0.066667,0.108108,0.480409,0.69702,0
0.054795,0.180139,0.034783,0,0.111111,0.133333,0,0.413969,0.865894,0
0.178082,0.286374,0.095652,0.132075,0.162393,0.133333,0.027027,0.494037,0.625828,0
0.561644,0.593533,0.434783,0.245283,0.119658,0.3,0.108108,0.53833,0.256623,0
0.054795,0.159353,0.086957,0.056604,0.08547,0.166667,0,0.574106,0.094371,0
0.657534,0.713626,0.513043,0.283019,0.179487,0.366667,0.189189,0.601363,0.054636,0
0.39726,0.623557,0.365217,0.264151,0.153846,0.2,0.135135,0.502555,0.531457,0
0.315068,0.690531,0.365217,0.150943,0.700855,0.333333,0.108108,0.522998,0.372517,1
0.041096,0.547344,0.173913,0.056604,0.188034,0.4,0.216216,0.603066,0.048013,0
0.657534,0.750577,0.443478,0.264151,0.08547,0.266667,0.351351,0.587734,0.076159,0
0.520548,0.65358,0.478261,0.283019,0.188034,0.366667,0.108108,0.53322,0.293046,0
0.424658,0.443418,0.278261,0.132075,0.264957,0.2,0.054054,0.480409,0.703642,0
0.383562,0.355658,0.130435,0.132075,0.222222,0.233333,0.027027,0.480409,0.701987,0
0.246575,0.2194,0.113043,0.09434,0.051282,0.1,0.027027,0.511073,0.465232,0
0.205479,0.441109,0.208696,0.169811,0.299145,0.166667,0.027027,0.44293,0.821192,0
0.123288,0.337182,0.121739,0.169811,0.153846,0.233333,0.081081,0.483816,0.687086,0
0.013699,0.244804,0.113043,0,0.111111,0.166667,0,0.415673,0.864238,0
0.520548,0.771363,0.556522,0.188679,0.34188,0.633333,0.162162,0.565588,0.114238,0
0.191781,0.376443,0.226087,0,0.179487,0.166667,0.189189,0.524702,0.357616,0
0.09589,0.295612,0.226087,0.188679,0.08547,0.033333,0.027027,0.550256,0.192053,0
0,0.17552,0.086957,0,0.08547,0,0,0.471891,0.736755,0
0.561644,0.692841,0.426087,0.45283,0.205128,0.166667,0.054054,0.505963,0.516556,0
0.684932,0.718245,0.382609,0.433962,0.487179,0.4,0.054054,0.611584,0.029801,0
0.589041,0.773672,0.791304,0.226415,0.316239,0.233333,0.513514,0.621806,0.028146,0
0.328767,0.688222,0.66087,0.169811,0.17094,0.133333,0.162162,0.502555,0.538079,0
0.136986,0.307159,0.191304,0.150943,0.08547,0.166667,0.216216,0.524702,0.360927,0
0,0.011547,0,0,0,0,0,0.540034,0.238411,0
