W,MIN,FGM,FG3M,AST,STL,BLK,PLUS_MINUS,PLUS_MINUS_RANK,All_Star_Selection
0.630137,0.614319,0.173913,0,0.102564,0.133333,0.297297,0.560477,0.153974,0
0.369863,0.515012,0.33913,0,0.068376,0.233333,0.27027,0.524702,0.346026,0
0.328767,0.512702,0.2,0.018868,0.034188,0.333333,0.27027,0.53322,0.283113,1
0.643836,0.886836,0.843478,0.377358,0.299145,0.433333,0.324324,0.618399,0.018212,0
0.506849,0.713626,0.565217,0.018868,0.247863,0.3,0.27027,0.599659,0.043046,0
0.328767,0.896074,0.747826,0.358491,0.17094,0.3,0.135135,0.531516,0.301325,0
0.273973,0.725173,0.486957,0.377358,0.239316,0.233333,0.027027,0.516184,0.390728,0
0.219178,0.471132,0.313043,0,0.051282,0.1,0.351351,0.512777,0.422185,0
0.356164,0.327945,0.121739,0.113208,0.094017,0.1,0,0.477002,0.625828,0
0.369863,0.591224,0.217391,0.188679,0.239316,0.266667,0.054054,0.541738,0.235099,1
0.315068,0.558891,0.417391,0.320755,0.17094,0.233333,0.081081,0.488927,0.567881,0
0.493151,0.884527,0.86087,0.283019,0.393162,0.4,0.081081,0.563884,0.14404,1
0.383562,0.376443,0.208696,0,0.025641,0.166667,0.243243,0.558773,0.160596,0
0.30137,0.801386,0.452174,0,0.128205,0.266667,0.324324,0.473595,0.645695,0
0.315068,0.344111,0.121739,0,0.076923,0.166667,0.162162,0.528109,0.321192,0
0.041096,0.475751,0.2,0,0.034188,0.3,0,0.470187,0.663907,0
0.671233,0.517321,0.234783,0.339623,0.145299,0.2,0.054054,0.608177,0.031457,0
0.328767,0.736721,0.391304,0.320755,0.564103,0.533333,0.081081,0.53833,0.248344,0
0.232877,0.699769,0.6,0.264151,0.461538,0.366667,0.108108,0.468484,0.667219,0
0.041096,0.127021,0.06087,0,0.025641,0.233333,0,0.562181,0.149007,1
0.356164,0.833718,0.765217,0,0.205128,0.3,0.216216,0.568995,0.124172,0
0.424658,0.468822,0.217391,0.113208,0.145299,0.133333,0.108108,0.495741,0.523179,0
0.342466,0.237875,0.095652,0.018868,0.094017,0.166667,0.027027,0.512777,0.413907,0
0.219178,0.341801,0.121739,0,0.025641,0.066667,0.054054,0.487223,0.57947,0
0.493151,0.658199,0.313043,0.09434,0.222222,0.4,0.081081,0.577513,0.099338,0
0.054795,0.286374,0.052174,0.018868,0.068376,0.066667,0,0.41908,0.768212,0
0.041096,0.242494,0.052174,0.056604,0.051282,0,0.027027,0.432709,0.746689,0
0.328767,0.281755,0.13913,0,0.051282,0.2,0.405405,0.555366,0.173841,0
0.30137,0.34642,0.165217,0,0.068376,0.1,0.108108,0.541738,0.230132,1
0.260274,0.120092,0.043478,0.037736,0.017094,0.033333,0,0.483816,0.594371,0
0.616438,0.861432,0.869565,0.169811,0.529915,0.633333,0.216216,0.65247,0.001656,0
0.410959,0.494226,0.365217,0.188679,0.128205,0.3,0.027027,0.511073,0.430464,0
0.082192,0.47806,0.33913,0.188679,0.196581,0.3,0.054054,0.524702,0.34106,0
0.232877,0.494226,0.295652,0.245283,0.076923,0.166667,0.027027,0.521295,0.364238,0
0.520548,0.284065,0.130435,0,0.017094,0.166667,0.189189,0.512777,0.410596,0
0.465753,0.602771,0.434783,0.245283,0.299145,0.266667,0.081081,0.584327,0.07947,0
0.273973,0.538106,0.269565,0,0.059829,0.3,0.135135,0.541738,0.233444,0
0.465753,0.718245,0.573913,0,0.179487,0.166667,0.108108,0.540034,0.240066,0
0.232877,0.30485,0.156522,0.207547,0.034188,0.1,0.027027,0.46167,0.688742,0
0.082192,0.249423,0.095652,0.037736,0.025641,0.1,0.027027,0.48552,0.586093,0
0.328767,0.757506,0.4,0.169811,0.410256,0.366667,0.081081,0.500852,0.498344,0
0.136986,0.274827,0.069565,0.037736,0.102564,0.066667,0,0.492334,0.556291,0
0.575342,0.905312,0.504348,0.283019,0.247863,0.333333,0.189189,0.642249,0.008278,0
0.041096,0.290993,0.104348,0.018868,0.136752,0.133333,0.054054,0.502555,0.481788,0
0.027397,0.110855,0,0,0.025641,0.1,0.081081,0.500852,0.501656,0
0.068493,0.399538,0.2,0.09434,0.102564,0.166667,0.054054,0.478705,0.622517,1
0.383562,0.533487,0.382609,0.283019,0.376068,0.233333,0.108108,0.635434,0.011589,0
0.246575,0.674365,0.426087,0.150943,0.196581,0.3,0.081081,0.427598,0.753311,0
0.547945,0.838337,0.478261,0,0.264957,0.333333,0.513514,0.594549,0.049669,0
0.452055,0.734411,0.565217,0,0.076923,0.233333,0.405405,0.546848,0.211921,0
0.287671,0.683603,0.373913,0.301887,0.128205,0.233333,0.027027,0.459966,0.700331,0
0.383562,0.524249,0.191304,0,0.153846,0.266667,0.378378,0.53322,0.286424,0
0.109589,0.166282,0.078261,0.018868,0.017094,0.033333,0.027027,0.494037,0.544702,0
0.260274,0.801386,0.6,0.396226,0.162393,0.466667,0.054054,0.465077,0.678808,0
0.616438,0.65358,0.304348,0.301887,0.299145,0.5,0.054054,0.626917,0.013245,0
0.424658,0.445727,0.243478,0.132075,0.08547,0.233333,0.189189,0.502555,0.47351,0
0.246575,0.288684,0.121739,0,0.102564,0.2,0.054054,0.519591,0.370861,0
0.520548,0.512702,0.321739,0,0.068376,0.133333,0.135135,0.502555,0.483444,0
0.232877,0.554273,0.208696,0.150943,0.076923,0.233333,0.108108,0.494037,0.543046,0
0.479452,0.602771,0.313043,0.188679,0.102564,0.266667,0.081081,0.543441,0.225166,0
0.547945,0.524249,0.243478,0.132075,0.17094,0.2,0.216216,0.528109,0.326159,0
0.671233,0.466513,0.208696,0.301887,0.076923,0.066667,0.081081,0.618399,0.021523,0
0.054795,0.256351,0.086957,0.037736,0.059829,0.1,0.027027,0.473595,0.649007,0
0.164384,0.325635,0.165217,0.132075,0.034188,0.2,0,0.540034,0.238411,0
0.082192,0.612009,0.269565,0.264151,0.153846,0.166667,0.081081,0.396934,0.77649,0
0.547945,0.616628,0.252174,0.169811,0.188034,0.366667,0.108108,0.534923,0.27649,0
0.260274,0.528868,0.408696,0.150943,0.08547,0.133333,0.108108,0.495741,0.534768,0
0.342466,0.344111,0.243478,0.150943,0.051282,0.1,0,0.482112,0.600993,0
0.315068,0.501155,0.217391,0.283019,0.051282,0.166667,0.054054,0.53833,0.25,0
0.150685,0.2194,0.086957,0,0.017094,0.066667,0.216216,0.473595,0.650662,0
0.328767,0.325635,0.078261,0.132075,0.179487,0.166667,0.027027,0.507666,0.443709,0
0.520548,0.806005,0.417391,0.188679,0.555556,0.733333,0.054054,0.594549,0.05298,1
0.39726,0.602771,0.373913,0.283019,0.179487,0.166667,0.027027,0.575809,0.10596,0
0.136986,0.247113,0.156522,0.09434,0.222222,0.133333,0.054054,0.621806,0.016556,0
0.39726,0.441109,0.2,0.264151,0.094017,0.133333,0.054054,0.587734,0.066225,0
0.013699,0.383372,0.113043,0,0.059829,0.133333,0.108108,0.483816,0.589404,0
0.39726,0.648961,0.434783,0.339623,0.264957,0.333333,0.027027,0.50937,0.437086,0
0.39726,0.840647,0.678261,0.207547,0.512821,0.5,0.081081,0.51448,0.402318,0
0.054795,0.378753,0.130435,0.056604,0.042735,0.6,0,0.667802,0,0
0.027397,0.431871,0.121739,0.150943,0.119658,0.133333,0.054054,0.512777,0.412252,0
0.273973,0.535797,0.347826,0.245283,0.384615,0.4,0,0.534923,0.268212,0
0.60274,0.249423,0.113043,0,0.017094,0.1,0.162162,0.543441,0.226821,0
0.315068,0.65358,0.469565,0,0.179487,0.366667,0.27027,0.567291,0.125828,0
0.60274,0.473441,0.165217,0,0.111111,0.166667,0.108108,0.594549,0.048013,0
0.30137,0.639723,0.443478,0.320755,0.076923,0.233333,0.081081,0.471891,0.655629,0
0.369863,0.69746,0.426087,0.339623,0.119658,0.333333,0.27027,0.505963,0.456954,1
0.260274,0.616628,0.469565,0,0.059829,0.2,0.189189,0.505963,0.453642,0
0.356164,0.362587,0.226087,0.018868,0.051282,0.133333,0.189189,0.531516,0.293046,0
0.232877,0.279446,0.130435,0.056604,0.119658,0.133333,0.027027,0.46678,0.673841,0
0.630137,0.443418,0.234783,0.056604,0.17094,0.233333,0,0.50937,0.43543,0
0.561644,0.614319,0.391304,0.283019,0.222222,0.366667,0.081081,0.531516,0.296358,0
0.684932,0.334873,0.104348,0,0.042735,0.166667,0.27027,0.555366,0.182119,1
0.287671,0.471132,0.226087,0.150943,0.08547,0.2,0.081081,0.444634,0.736755,0
0.452055,0.531178,0.304348,0,0.068376,0.133333,0.162162,0.511073,0.423841,0
0.191781,0.371824,0.33913,0.283019,0.205128,0.2,0.027027,0.563884,0.137417,0
0.561644,0.859122,0.617391,0.018868,0.307692,0.2,0.378378,0.563884,0.139073,0
0.575342,0.681293,0.373913,0.264151,0.205128,0.533333,0.162162,0.586031,0.071192,0
0.465753,0.752887,0.582609,0.018868,0.196581,0.6,0.216216,0.574106,0.107616,0
0.520548,0.7806,0.565217,0.301887,0.384615,0.366667,0.108108,0.575809,0.102649,0
0.342466,0.411085,0.130435,0.169811,0.068376,0.2,0.027027,0.497445,0.519868,0
0.547945,0.357968,0.147826,0.056604,0.034188,0.133333,0.027027,0.53322,0.284768,0
0.260274,0.535797,0.208696,0.188679,0.094017,0.133333,0.027027,0.516184,0.397351,0
0.424658,0.847575,0.417391,0.037736,1,0.6,0.027027,0.586031,0.074503,0
0.410959,0.612009,0.330435,0.132075,0.470085,0.233333,0,0.512777,0.40894,0
0.547945,0.593533,0.33913,0.377358,0.188034,0.233333,0.108108,0.53833,0.251656,0
0.082192,0.595843,0.26087,0.113208,0.08547,0.266667,0.108108,0.427598,0.756623,0
0.136986,0.30254,0.104348,0.113208,0.051282,0.066667,0.027027,0.475298,0.634106,0
0.315068,0.7806,0.426087,0.433962,0.205128,0.366667,0.054054,0.558773,0.15894,0
0.383562,0.729792,0.382609,0.188679,0.555556,0.433333,0.054054,0.563884,0.145695,0
0.493151,0.314088,0.052174,0,0.025641,0.2,0.027027,0.480409,0.614238,0
0.465753,0.251732,0.095652,0.056604,0.136752,0.2,0,0.521295,0.360927,0
0.041096,0.517321,0.278261,0.188679,0.153846,0.2,0.027027,0.388416,0.779801,1
0.09589,0.184758,0.095652,0.018868,0.034188,0.1,0.054054,0.522998,0.350993,0
0.287671,0.570439,0.434783,0.113208,0.25641,0.133333,0,0.594549,0.054636,0
0.452055,0.635104,0.278261,0.339623,0.119658,0.2,0.081081,0.516184,0.392384,0
0.287671,0.785219,0.295652,0.150943,0.700855,0.733333,0.054054,0.543441,0.22351,0
0.438356,0.318707,0.165217,0,0.025641,0.1,0.243243,0.505963,0.456954,0
0.315068,0.685912,0.408696,0.113208,0.324786,0.266667,0.054054,0.512777,0.417219,0
0.39726,0.496536,0.304348,0.132075,0.247863,0.366667,0.135135,0.534923,0.271523,0
0.123288,0.30485,0.173913,0.207547,0.076923,0.1,0.027027,0.521295,0.362583,0
0.684932,0.568129,0.252174,0.056604,0.179487,0.366667,0.081081,0.574106,0.112583,0
0.191781,0.327945,0.121739,0.075472,0.162393,0.3,0.027027,0.502555,0.478477,0
0.082192,0.374134,0.095652,0,0.051282,0.266667,0.27027,0.521295,0.357616,1
0.561644,0.683603,0.443478,0,0.145299,0.166667,0.540541,0.579216,0.092715,0
0.328767,0.235566,0.069565,0.09434,0.025641,0.133333,0,0.526405,0.339404,0
0.205479,0.524249,0.278261,0.245283,0.205128,0.333333,0.027027,0.55707,0.168874,0
0.561644,0.856813,0.652174,0.150943,0.196581,0.5,0.216216,0.548552,0.203642,0
0.643836,0.810624,0.765217,0.169811,0.470085,0.566667,0.081081,0.618399,0.018212,0
0.493151,0.73903,0.469565,0.509434,0.076923,0.266667,0.108108,0.599659,0.044702,0
0.273973,0.30254,0.086957,0.018868,0.034188,0.166667,0,0.488927,0.572848,0
0.273973,0.30485,0.104348,0,0.017094,0.033333,0.108108,0.519591,0.372517,0
0.068493,0.071594,0.069565,0,0,0,0,0.53322,0.279801,0
0.273973,0.242494,0.113043,0.018868,0.034188,0.166667,0.054054,0.488927,0.571192,0
0.205479,0.34873,0.165217,0,0.034188,0.133333,0.108108,0.49063,0.561258,0
0.465753,0.510393,0.269565,0,0.042735,0.2,0.459459,0.536627,0.254967,0
0.39726,0.265589,0.095652,0.075472,0.034188,0.133333,0.081081,0.517888,0.380795,0
0.041096,0.2194,0.113043,0,0.042735,0.133333,0.189189,0.563884,0.147351,0
0.424658,0.339492,0.208696,0.113208,0.196581,0.233333,0.054054,0.480409,0.612583,0
0.109589,0.270208,0.121739,0,0.025641,0.133333,0.054054,0.473595,0.647351,1
0.643836,0.621247,0.347826,0,0.034188,0.166667,1,0.575809,0.104305,0
0.616438,0.528868,0.147826,0.188679,0.111111,0.333333,0.135135,0.55707,0.167219,0
0.39726,0.542725,0.373913,0.226415,0.102564,0.233333,0.081081,0.500852,0.491722,0
0.356164,0.429561,0.191304,0,0.179487,0.166667,0.081081,0.494037,0.536424,0
0.465753,0.699769,0.4,0.056604,0.179487,0.366667,0.162162,0.500852,0.495033,0
0.09589,0.471132,0.147826,0.150943,0.051282,0.133333,0.108108,0.475298,0.639073,0
0.273973,0.503464,0.147826,0,0.051282,0.266667,0.189189,0.453152,0.716887,0
0.273973,0.277136,0.121739,0.037736,0.17094,0.133333,0,0.516184,0.39404,0
0.068493,0.196305,0.078261,0,0.017094,0.033333,0.162162,0.526405,0.337748,0
0.150685,0.316397,0.095652,0,0.034188,0.133333,0.135135,0.434412,0.745033,0
0.30137,0.570439,0.365217,0.018868,0.222222,0.133333,0.351351,0.553663,0.18543,0
0.178082,0.644342,0.486957,0.396226,0.452991,0.5,0.081081,0.574106,0.109272,0
0.383562,0.591224,0.295652,0.188679,0.213675,0.366667,0.081081,0.534923,0.269868,0
0.479452,0.533487,0.165217,0.188679,0.282051,0.233333,0,0.521295,0.36755,0
0.438356,0.725173,0.417391,0.169811,0.91453,0.2,0.027027,0.572402,0.115894,0
0.424658,0.431871,0.26087,0.471698,0.017094,0.1,0.054054,0.579216,0.09106,0
0.232877,0.316397,0.156522,0.09434,0.188034,0.333333,0,0.48552,0.581126,0
0.109589,0.309469,0.121739,0.018868,0.273504,0.2,0.027027,0.555366,0.172185,0
0.657534,0.466513,0.278261,0,0.059829,0.133333,0.351351,0.603066,0.034768,0
0.342466,0.759815,0.46087,0.113208,0.205128,0.133333,0.135135,0.458262,0.705298,0
0.205479,0.330254,0.113043,0.075472,0.102564,0.133333,0.027027,0.478705,0.624172,0
0.109589,0.418014,0.243478,0.09434,0.188034,0.233333,0.054054,0.454855,0.711921,0
0.424658,0.498845,0.13913,0.132075,0.094017,0.3,0.108108,0.577513,0.097682,0
0.452055,0.639723,0.478261,0,0.102564,0.333333,0.189189,0.596252,0.046358,0
0.60274,0.43418,0.313043,0,0.094017,0.133333,0.216216,0.58092,0.086093,0
0.616438,0.646651,0.53913,0,0.196581,0.233333,0.405405,0.613288,0.02649,0
0.356164,0.355658,0.2,0,0.042735,0.1,0.27027,0.499148,0.504967,0
0.287671,0.258661,0.165217,0.018868,0.042735,0.1,0.054054,0.524702,0.342715,1
0.273973,0.394919,0.217391,0.132075,0.17094,0.266667,0,0.517888,0.379139,0
0.493151,0.602771,0.313043,0.018868,0.119658,0.6,0.162162,0.570698,0.11755,0
0.232877,0.247113,0.06087,0,0.051282,0.033333,0.054054,0.548552,0.201987,0
0.643836,0.736721,0.617391,0.037736,0.65812,0.333333,0.027027,0.642249,0.004967,0
0.424658,0.367206,0.165217,0.056604,0.179487,0.1,0.081081,0.551959,0.192053,0
0.068493,0.099307,0.043478,0,0.042735,0.066667,0.054054,0.483816,0.592715,0
0.205479,0.290993,0.130435,0.075472,0.034188,0.166667,0.135135,0.500852,0.488411,1
0.164384,0.755196,0.356522,0.132075,0.282051,0.566667,0.162162,0.451448,0.718543,0
0.164384,0.577367,0.313043,0,0.068376,0.333333,0.243243,0.477002,0.627483,0
0.027397,0.124711,0.06087,0,0.034188,0.033333,0,0.516184,0.387417,0
0.219178,0.110855,0.086957,0.037736,0.008547,0.033333,0.027027,0.482112,0.602649,0
0.246575,0.542725,0.278261,0,0.042735,0.166667,0.27027,0.434412,0.743377,0
0.465753,0.369515,0.113043,0.09434,0.076923,0.1,0.081081,0.526405,0.336093,0
0.493151,0.799076,0.530435,0.226415,0.564103,0.433333,0.027027,0.562181,0.152318,0
0.575342,0.498845,0.252174,0,0.042735,0.266667,0.027027,0.516184,0.387417,0
0.068493,0.13164,0.043478,0.018868,0.042735,0.1,0.054054,0.51448,0.407285,0
0.260274,0.787529,0.565217,0.056604,0.384615,0.433333,0.135135,0.444634,0.735099,0
0.068493,0.429561,0.191304,0,0.051282,0.233333,0.297297,0.429302,0.751656,0
0.465753,0.762125,0.33913,0,0.076923,0.3,0.378378,0.55707,0.165563,0
0.60274,0.568129,0.208696,0,0.059829,0.166667,0.108108,0.545145,0.216887,0
0.068493,0.13164,0.069565,0,0.017094,0.066667,0.054054,0.524702,0.346026,0
0.452055,0.579677,0.321739,0.226415,0.196581,0.3,0.108108,0.584327,0.077815,0
0.410959,0.351039,0.130435,0.188679,0.094017,0.133333,0.081081,0.534923,0.273179,0
0.260274,0.323326,0.191304,0.075472,0.076923,0.1,0.027027,0.497445,0.509934,0
0.164384,0.290993,0.104348,0.018868,0.179487,0.2,0,0.482112,0.607616,0
0.260274,0.43649,0.208696,0.132075,0.051282,0.166667,0.054054,0.51448,0.400662,0
0.356164,0.517321,0.208696,0.150943,0.076923,0.166667,0.189189,0.483816,0.596026,1
0.383562,0.775982,0.417391,0.377358,0.145299,0.5,0.054054,0.540034,0.246689,0
0.191781,0.325635,0.182609,0.037736,0.153846,0.2,0.027027,0.505963,0.465232,0
0.438356,0.397229,0.252174,0.169811,0.068376,0.133333,0.027027,0.499148,0.506623,0
0.054795,0.614319,0.33913,0.075472,0.179487,0.266667,0.216216,0.482112,0.602649,0
0.246575,0.385681,0.173913,0.037736,0.068376,0.2,0.054054,0.511073,0.432119,0
0.013699,0.443418,0.173913,0.09434,0.128205,0,0,0.403748,0.769868,0
0.205479,0.152425,0.086957,0.018868,0.017094,0.066667,0.081081,0.487223,0.574503,0
0.232877,0.600462,0.408696,0.018868,0.145299,0.266667,0.027027,0.592845,0.059603,0
0.465753,0.648961,0.252174,0,0.119658,0.3,0.135135,0.546848,0.208609,0
0.287671,0.512702,0.243478,0.226415,0.307692,0.2,0.027027,0.504259,0.47351,0
0.273973,0.429561,0.234783,0.169811,0.188034,0.2,0.054054,0.458262,0.728477,0
0.191781,0.277136,0.095652,0,0.068376,0.066667,0.027027,0.487223,0.610927,0
0.041096,0.270208,0.173913,0.150943,0.08547,0.133333,0.027027,0.463373,0.718543,0
0.575342,0.854503,0.678261,0,0.273504,0.366667,0.297297,0.560477,0.115894,0
0.561644,0.759815,0.678261,0,0.179487,0.333333,0.297297,0.488927,0.609272,0
0.342466,0.623557,0.26087,0.018868,0.119658,0.4,0.189189,0.505963,0.440397,0
0.424658,0.526559,0.313043,0.283019,0.136752,0.233333,0.027027,0.502555,0.493377,0
0.438356,0.406467,0.217391,0.09434,0.119658,0.166667,0.054054,0.548552,0.165563,0
0.410959,0.547344,0.269565,0.207547,0.316239,0.233333,0.108108,0.505963,0.448675,0
0.328767,0.711316,0.321739,0.150943,0.136752,0.433333,0.108108,0.449744,0.741722,0
0.219178,0.538106,0.46087,0,0.034188,0.1,0.189189,0.53833,0.213576,0
0.465753,0.658199,0.356522,0.018868,0.128205,0.333333,0.378378,0.567291,0.100993,0
0.068493,0.82679,0.478261,0,0.290598,0.5,0.162162,0.471891,0.690397,0
0.671233,0.43418,0.365217,0,0.08547,0.333333,0.189189,0.517888,0.322848,1
0.315068,0.473441,0.304348,0,0.042735,0.333333,0.432432,0.50937,0.412252,0
0.780822,0.796767,0.434783,0.207547,0.461538,0.566667,0.189189,0.60477,0.036424,0
0.780822,0.600462,0.321739,0.037736,0.504274,0.3,0.027027,0.565588,0.104305,0
0.136986,0.655889,0.426087,0.207547,0.094017,0.2,0.189189,0.468484,0.705298,0
0.356164,0.729792,0.382609,0.09434,0.239316,0.5,0.27027,0.516184,0.350993,0
0.260274,0.56351,0.226087,0,0.179487,0.2,0.459459,0.543441,0.190397,0
0.013699,0.138568,0,0,0,0,0,0.318569,0.774834,0
0.246575,0.381062,0.295652,0,0.051282,0.1,0.108108,0.487223,0.612583,0
0.383562,0.210162,0.017391,0,0.025641,0.1,0.216216,0.499148,0.516556,0
0.561644,0.491917,0.304348,0.207547,0.059829,0.133333,0.081081,0.526405,0.266556,0
0.315068,0.660508,0.478261,0,0.08547,0.4,0.486486,0.482112,0.645695,0
0.342466,0.210162,0.13913,0.075472,0.025641,0.1,0,0.499148,0.506623,0
0.39726,0.189376,0.121739,0,0.025641,0.166667,0.135135,0.524702,0.274834,0
0.383562,0.353349,0.113043,0.132075,0.042735,0.066667,0.054054,0.505963,0.450331,1
0.273973,0.26097,0.147826,0,0.017094,0.133333,0.054054,0.492334,0.581126,0
0.150685,0.198614,0.095652,0,0.025641,0.033333,0.108108,0.521295,0.307947,0
0.246575,0.82679,0.53913,0.207547,0.273504,0.2,0.054054,0.437819,0.754967,0
0.465753,0.279446,0.13913,0.132075,0.068376,0.1,0.108108,0.529813,0.251656,0
0.287671,0.531178,0.208696,0.09434,0.179487,0.133333,0.027027,0.478705,0.655629,1
0.369863,0.658199,0.330435,0.150943,0.179487,0.433333,0.108108,0.507666,0.423841,0
0.260274,0.475751,0.356522,0.283019,0.162393,0.166667,0.054054,0.425894,0.759934,0
0.273973,0.161663,0.043478,0.037736,0.068376,0.1,0.027027,0.504259,0.463576,0
0.328767,0.505774,0.278261,0.09434,0.393162,0.2,0,0.483816,0.63245,0
0.328767,0.224018,0.104348,0,0.008547,0.1,0.216216,0.51448,0.35596,0
0.273973,0.625866,0.173913,0,0.034188,0.133333,0.486486,0.444634,0.75,0
0.753425,0.745958,0.626087,0.018868,0.316239,0.4,0.162162,0.60477,0.033113,0
0.753425,0.52194,0.208696,0.075472,0.205128,0.233333,0.108108,0.558773,0.125828,0
0.287671,0.715935,0.434783,0.301887,0.205128,0.3,0.135135,0.495741,0.55298,0
0.452055,0.408776,0.330435,0,0.051282,0.133333,0.324324,0.550256,0.162252,0
0.561644,0.632794,0.304348,0,0.08547,0.166667,0.216216,0.48552,0.619205,0
0.520548,0.831409,0.53913,0.415094,0.555556,0.533333,0.027027,0.46167,0.721854,1
0.39726,0.722864,0.417391,0.301887,0.34188,0.266667,0.027027,0.495741,0.548013,0
0.054795,0.558891,0.191304,0,0.393162,0.2,0,0.543441,0.187086,0
0.013699,0.288684,0.26087,0,0.08547,0,0,0.574106,0.086093,0
0.205479,0.43649,0.130435,0,0.042735,0.1,0.216216,0.473595,0.683775,0
0.356164,0.387991,0.234783,0.150943,0.239316,0.166667,0,0.48552,0.627483,0
0.630137,0.699769,0.669565,0,0.076923,0.133333,0.567568,0.589438,0.057947,0
0.178082,0.616628,0.356522,0.226415,0.128205,0.2,0.162162,0.388416,0.769868,0
0.643836,0.43418,0.208696,0.207547,0.17094,0.266667,0.054054,0.528109,0.259934,0
0.260274,0.48037,0.33913,0.358491,0.08547,0.266667,0.081081,0.500852,0.503311,0
0.630137,0.531178,0.347826,0,0.068376,0.133333,0.108108,0.521295,0.311258,0
0.589041,0.73903,0.6,0,0.196581,0.266667,0.108108,0.507666,0.433775,0
0.520548,0.577367,0.321739,0.45283,0.17094,0.333333,0.027027,0.586031,0.067881,0
0.643836,0.849885,0.869565,0.433962,0.222222,0.266667,0.135135,0.601363,0.044702,0
0.753425,0.551963,0.33913,0.301887,0.08547,0.233333,0.027027,0.577513,0.081126,0
0.109589,0.385681,0.2,0.264151,0.042735,0.166667,0.027027,0.504259,0.476821,0
0.575342,0.833718,0.521739,0.377358,0.299145,0.333333,0.108108,0.55707,0.130795,0
0.39726,0.168591,0.069565,0,0.059829,0.1,0,0.512777,0.379139,0
0.356164,0.360277,0.217391,0.245283,0.068376,0.133333,0.162162,0.500852,0.501656,0
0.164384,0.505774,0.295652,0.207547,0.094017,0.2,0.081081,0.53833,0.208609,0
0.219178,0.43418,0.208696,0.283019,0.188034,0.166667,0,0.558773,0.122517,0
0.534247,0.339492,0.147826,0,0.034188,0.133333,0.27027,0.562181,0.110927,0
0.794521,0.762125,0.573913,0.056604,0.145299,0.3,0.378378,0.632027,0.011589,0
0.520548,0.351039,0.286957,0.207547,0.042735,0.1,0.054054,0.540034,0.19702,0
0.013699,0.237875,0.069565,0,0.059829,0.1,0,0.48552,0.61755,0
0.315068,0.406467,0.086957,0.132075,0.247863,0.133333,0,0.519591,0.317881,0
0.109589,0.214781,0.13913,0,0.025641,0.066667,0.243243,0.50937,0.405629,0
0.054795,0.290993,0.121739,0.150943,0.025641,0.166667,0,0.599659,0.048013,0
0.424658,0.473441,0.408696,0,0.068376,0.133333,0.216216,0.49063,0.597682,0
0.684932,0.766744,0.513043,0.207547,0.82906,0.8,0.027027,0.62862,0.016556,0
0,0.254042,0.052174,0,0.111111,0.133333,0,0.550256,0.160596,0
0.232877,0.369515,0.13913,0.018868,0.051282,0.233333,0.108108,0.495741,0.539735,0
0.452055,0.309469,0.156522,0,0.034188,0.166667,0.135135,0.50937,0.397351,0
0.027397,0.030023,0.026087,0,0,0,0,0.477002,0.668874,0
0.369863,0.371824,0.095652,0,0.128205,0.133333,0.054054,0.516184,0.34106,1
0.273973,0.193995,0.086957,0,0.017094,0.033333,0.135135,0.526405,0.268212,0
0.780822,0.558891,0.4,0.207547,0.128205,0.466667,0.081081,0.553663,0.134106,0
0.09589,0.325635,0.130435,0.056604,0.094017,0.1,0.027027,0.507666,0.43543,0
0.041096,0.120092,0.086957,0.037736,0.068376,0.166667,0,0.502555,0.481788,0
0.260274,0.316397,0.156522,0.037736,0.162393,0.166667,0.027027,0.519591,0.319536,0
0.547945,0.570439,0.278261,0.132075,0.153846,0.366667,0.081081,0.502555,0.488411,1
0.616438,0.367206,0.121739,0.169811,0.188034,0.133333,0,0.51448,0.359272,0
0.054795,0.161663,0.086957,0,0.025641,0.033333,0.135135,0.562181,0.112583,0
0.013699,0.071594,0.043478,0,0.042735,0,0,0.522998,0.291391,0
0.342466,0.203233,0.086957,0.09434,0.034188,0.066667,0.027027,0.507666,0.418874,0
0.479452,0.295612,0.095652,0.018868,0.051282,0.1,0.027027,0.500852,0.498344,0
0.452055,0.886836,0.582609,0.433962,0.555556,0.3,0.054054,0.50937,0.399007,0
0.30137,0.411085,0.208696,0.056604,0.128205,0.2,0.081081,0.48552,0.630795,0
0.027397,0,0,0,0,0,0,0.51448,0.360927,0
0.150685,0.457275,0.156522,0.226415,0.153846,0.233333,0.027027,0.448041,0.745033,0
0.136986,0.180139,0.078261,0,0.025641,0.1,0.054054,0.502555,0.478477,0
0.684932,0.745958,0.443478,0.358491,0.213675,0.3,0.135135,0.603066,0.039735,0
0.054795,0.334873,0.173913,0.075472,0.051282,0.133333,0.054054,0.468484,0.703642,0
0.780822,0.630485,0.321739,0.415094,0.153846,0.4,0.189189,0.589438,0.054636,0
0.410959,0.575058,0.33913,0,0.068376,0.366667,0.135135,0.502555,0.491722,0
0.054795,0.027714,0,0,0.025641,0,0,0.488927,0.602649,0
0.191781,0.30254,0.069565,0.075472,0.068376,0.1,0.054054,0.504259,0.466887,0
0.315068,0.323326,0.130435,0.09434,0.136752,0.133333,0,0.517888,0.324503,0
0,0.099307,0,0,0,0,0,0.471891,0.690397,0
0.506849,0.374134,0.234783,0.018868,0.051282,0.133333,0.162162,0.494037,0.569536,0
0.561644,0.672055,0.365217,0.113208,0.435897,0.4,0.027027,0.505963,0.44702,0
0.630137,0.845266,0.66087,0,0.299145,0.266667,0.081081,0.560477,0.114238,0
