AGE,W,L,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,All_Star_Selection
0.375,0.273973,0.366197,0.341801,0.156522,0.163265,0,0,0.068627,0.154472,0.327273,0.201754,0.034188,0.087719,0.1,0.189189,0.142857,0.316667,0.173469,0.119114,0.49063,0.22884,0,0,0.530612,0.481865,0.42024,0.48532,0.496689,0.509532,0.515101,0.331023,0.60039,0.680927,0.60039,0.54059,0.324176,0.785978,0.120504,0.378007,0.246154,0.670775,0.638938,0.638336,0.142582,0.440299,0.363636,0.316163,0.537005,0.538079,0.450331,0.835206,0.666667,0
0.208333,0.534247,0.507042,0.533487,0.373913,0.432653,0.226415,0.257576,0.382353,0.382114,0.072727,0.140351,0.290598,0.245614,0.2,0.054054,0.333333,0.283333,0.346939,0.379501,0.543441,0.38558,0,0,0.204082,0.198618,0.209262,0.336788,0.30298,0.199307,0.154362,0.590988,0.169591,0.142602,0.296296,0.064576,0.067766,0.182657,0.571942,0.534364,0.545299,0.098592,0.244248,0.345389,0.50289,0.125,0.444254,0.094139,0.134251,0.201987,0.211921,0.835206,0.666667,0
0.208333,0.465753,0.633803,0.60739,0.217391,0.220408,0,0.007576,0.166667,0.195122,0.381818,0.280702,0.076923,0.175439,0.3,0.108108,0.238095,0.383333,0.193878,0.185596,0.511073,0.305643,0.103896,0,0.132653,0.283247,0.099485,0.492228,0.225166,0.414211,0.40604,0.289428,0.60039,0.554367,0.60039,0.265683,0.249084,0.51107,0.080935,0.214777,0.14359,0.482394,0.40177,0.180832,0.366089,0.287313,0.234991,0.269982,0.401033,0.390728,0.321192,0.269663,0.666667,0
0.5,0.520548,0.507042,0.748268,0.669565,0.62449,0,0,0.284314,0.317073,0.363636,0.54386,0.213675,0.350877,0.2,0.162162,0.47619,0.516667,0.367347,0.506925,0.575809,0.562696,0.246753,0,0.222789,0.222798,0.209262,0.348877,0.112583,0.02773,0.041946,0.149047,0.60039,0.602496,0.60039,0.119926,0.098901,0.450185,0.097122,0.044674,0.049573,0.170775,0.115044,0.330922,0.194605,0.039179,0.041166,0.076377,0.051635,0.087748,0.067881,0.134831,0.666667,0
0.125,0.150685,0.183099,0.127021,0.052174,0.093878,0.018868,0.05303,0.009804,0.03252,0.054545,0.087719,0.025641,0.052632,0.033333,0.027027,0.047619,0.1,0.030612,0.041551,0.500852,0.090909,0.012987,0,0.651361,0.630397,0.632933,0.443869,0.706954,0.722704,0.642617,0.753899,0.475634,0.42246,0.559454,0.784133,0.754579,0.795203,0.669065,0.649485,0.663248,0.721831,0.720354,0.76311,0.695568,0.761194,0.735849,0.742451,0.724613,0.456954,0.701987,0.674157,0.666667,0
0.166667,0.39726,0.28169,0.297921,0.13913,0.171429,0.056604,0.098485,0.039216,0.04065,0.145455,0.184211,0.051282,0.052632,0.1,0.081081,0.142857,0.266667,0.05102,0.108033,0.497445,0.19279,0.012987,0,0.506803,0.34715,0.530017,0.224525,0.543046,0.559792,0.496644,0.667244,0.413255,0.338681,0.510721,0.690037,0.710623,0.468635,0.350719,0.410653,0.394872,0.572183,0.723894,0.636528,0.377649,0.509328,0.471698,0.692718,0.571429,0.485099,0.52649,0.674157,0.666667,0
0.458333,0.178082,0.816901,0.69746,0.391304,0.391837,0.207547,0.19697,0.166667,0.154472,0.090909,0.201754,0.461538,0.385965,0.433333,0.027027,0.190476,0.35,0.193878,0.32687,0.463373,0.432602,0.038961,0,0.282313,0.611399,0.008576,0.75475,0.15894,0.181976,0.187919,0.263432,0.177388,0.215686,0.037037,0.261993,0.31685,0.057196,0.496403,0.371134,0.405128,0.044014,0.077876,0.063291,0.622351,0.429104,0.315609,0.264654,0.182444,0.67053,0.163907,0.479401,0.666667,0
0.5,0.534247,0.211268,0.203233,0.06087,0.085714,0.018868,0.045455,0.009804,0.01626,0.036364,0.096491,0.094017,0.105263,0.066667,0.027027,0.047619,0.116667,0.030612,0.047091,0.53322,0.11442,0,0,0.465986,0.198618,0.608919,0.084629,0.649007,0.701906,0.65604,0.738302,0.461988,0.433155,0.520468,0.782288,0.785714,0.527675,0.732014,0.639175,0.670085,0.415493,0.621239,0.719711,0.716763,0.757463,0.718696,0.742451,0.709122,0.251656,0.672185,0.835206,0.666667,0
0.291667,0.849315,0.28169,0.898383,0.565217,0.57551,0.264151,0.310606,0.303922,0.333333,0.254545,0.385965,0.239316,0.333333,0.333333,0.162162,0.333333,0.333333,0.346939,0.481994,0.632027,0.526646,0.103896,0,0.001701,0,0.530017,0.036269,0.004967,0.069324,0.057047,0.30156,0.109162,0.089127,0.306043,0.094096,0.093407,0.396679,0.179856,0.111684,0.116239,0.137324,0.127434,0.164557,0.204239,0.098881,0.346484,0.090586,0.061962,0.014901,0.089404,0.269663,0.666667,0
0.375,0.109589,0.394366,0.371824,0.165217,0.187755,0.132075,0.136364,0.107843,0.113821,0.072727,0.105263,0.162393,0.157895,0.1,0.081081,0.142857,0.2,0.102041,0.155125,0.471891,0.211599,0,0,0.595238,0.673575,0.382504,0.734024,0.471854,0.493934,0.461409,0.556326,0.302144,0.286988,0.1423,0.428044,0.456044,0.300738,0.557554,0.618557,0.598291,0.257042,0.454867,0.652803,0.468208,0.483209,0.61235,0.500888,0.452668,0.635762,0.480132,0.835206,0.666667,0
0.583333,0.123288,0.126761,0.224018,0.052174,0.069388,0,0,0.009804,0.00813,0.127273,0.096491,0.017094,0.035088,0.033333,0.054054,0.047619,0.283333,0.030612,0.036011,0.470187,0.105016,0,0,0.681973,0.663212,0.675815,0.369603,0.629139,0.724437,0.672819,0.708839,0.60039,0.680927,0.60039,0.795203,0.79304,0.732472,0.417266,0.635739,0.584615,0.737676,0.771681,0.779385,0.510597,0.785448,0.457976,0.742451,0.731497,0.642384,0.680464,0.835206,0.666667,0
0.083333,0.09589,0.661972,0.394919,0.173913,0.220408,0.113208,0.128788,0.127451,0.138211,0.127273,0.166667,0.136752,0.210526,0.2,0.027027,0.238095,0.2,0.132653,0.163435,0.448041,0.230408,0.012987,0,0.465986,0.687392,0.078902,0.768566,0.442053,0.47487,0.409396,0.679376,0.319688,0.2959,0.208577,0.341328,0.357143,0.363469,0.417266,0.445017,0.446154,0.31162,0.320354,0.379747,0.633911,0.272388,0.608919,0.412078,0.430293,0.713576,0.44702,0.674157,0.666667,1
0.583333,0.835616,0.267606,0.69515,0.478261,0.518367,0.358491,0.416667,0.441176,0.414634,0.090909,0.280702,0.418803,0.385965,0.5,0.108108,0.285714,0.333333,0.489796,0.481994,0.638842,0.548589,0,0,0.088435,0.010363,0.557461,0.031088,0.162252,0.105719,0.087248,0.464471,0.019493,0.008913,0.28655,0.042435,0.058608,0.073801,0.494604,0.216495,0.288889,0.054577,0.088496,0.023508,0.373796,0.169776,0.320755,0.028419,0.065404,0.009934,0.076159,0.835206,0.666667,0
0.291667,0.630137,0.492958,0.732102,0.391304,0.346939,0,0.007576,0.264706,0.292683,0.345455,0.447368,0.213675,0.315789,0.3,0.459459,0.333333,0.55,0.428571,0.3241,0.551959,0.503135,0.181818,0,0.054422,0.110535,0.229846,0.259067,0.130795,0.180243,0.224832,0.090121,0.557505,0.55615,0.050682,0.129151,0.115385,0.420664,0.104317,0.082474,0.08547,0.179577,0.143363,0.177215,0.023121,0.126866,0.015437,0.055062,0.184165,0.167219,0.107616,0.179775,0.666667,0
0.333333,0.589041,0.521127,0.581986,0.365217,0.306122,0,0.007576,0.176471,0.195122,0.345455,0.526316,0.076923,0.175439,0.166667,0.297297,0.333333,0.4,0.234694,0.282548,0.528109,0.423197,0.311688,0,0.088435,0.138169,0.200686,0.297064,0.261589,0.204506,0.285235,0.046794,0.592593,0.593583,0.491228,0.243542,0.241758,0.48155,0.109712,0.04811,0.061538,0.477113,0.373451,0.473779,0.069364,0.11194,0.202401,0.20071,0.246127,0.288079,0.173841,0.101124,0.666667,0
0.25,0.60274,0.507042,0.561201,0.330435,0.35102,0.320755,0.310606,0.117647,0.130081,0.036364,0.149123,0.102564,0.175439,0.166667,0.027027,0.142857,0.3,0.163265,0.290859,0.541738,0.272727,0,0,0.088435,0.126079,0.209262,0.28152,0.27649,0.256499,0.219799,0.441941,0.044834,0.092692,0.081871,0.367159,0.401099,0.291513,0.69964,0.501718,0.562393,0.413732,0.410619,0.453888,0.710983,0.470149,0.394511,0.330373,0.237522,0.216887,0.377483,0.835206,0.666667,0
0.416667,0.013699,0.028169,0.163972,0,0.028571,0,0,0.196078,0.219512,0,0.026316,0.08547,0.122807,0.1,0,0,0.216667,0.173469,0.055402,0.574106,0.101881,0,0,0.75,0.756477,0.747856,0.611399,0.675497,0.772964,0.744966,0.772964,0.60039,0.680927,0.60039,0.206642,0.208791,0.402214,0.785971,0.752577,0.755556,0.450704,0.571681,0.585895,0.818882,0.804104,0.567753,0.309059,0.683305,0.09106,0.687086,0.835206,0.666667,0
0.75,0.438356,0.380282,0.598152,0.173913,0.204082,0,0,0.068627,0.097561,0.563636,0.631579,0.179487,0.192982,0.233333,0.432432,0.047619,0.4,0.153061,0.130194,0.531516,0.440439,0.103896,0,0.404762,0.314335,0.397942,0.290155,0.240066,0.478336,0.432886,0.634315,0.60039,0.654189,0.60039,0.542435,0.490842,0.654982,0.021583,0.015464,0.013675,0.237676,0.361062,0.303797,0.030829,0.714552,0.198971,0.376554,0.51463,0.269868,0.155629,0.269663,0.666667,0
0.208333,0.027397,0.028169,0.101617,0.043478,0.032653,0,0,0,0,0,0.070175,0,0.052632,0,0.081081,0,0.05,0,0.027701,0.449744,0.073668,0,0,0.741497,0.744387,0.747856,0.369603,0.728477,0.734835,0.739933,0.003466,0.60039,0.680927,0.60039,0.800738,0.800366,0.800738,0.785971,0.695876,0.731624,0.77993,0.750442,0.78481,0.468208,0.804104,0.759863,0.786856,0.738382,0.710265,0.721854,0.835206,0.666667,1
0.208333,0.506849,0.507042,0.556582,0.417391,0.453061,0.226415,0.25,0.196078,0.203252,0.145455,0.236842,0.153846,0.22807,0.3,0.027027,0.333333,0.25,0.193878,0.354571,0.495741,0.373041,0.025974,0,0.234694,0.233161,0.209262,0.360967,0.284768,0.155979,0.134228,0.462738,0.157895,0.151515,0.218324,0.212177,0.230769,0.274908,0.339928,0.295533,0.309402,0.267606,0.277876,0.197107,0.641618,0.108209,0.51458,0.268206,0.156627,0.495033,0.22351,0.573034,0.666667,0
0.25,0.712329,0.253521,0.517321,0.191304,0.22449,0.226415,0.25,0.078431,0.073171,0.036364,0.166667,0.213675,0.22807,0.366667,0.027027,0.095238,0.383333,0.112245,0.177285,0.586031,0.269592,0,0,0.29932,0.072539,0.569468,0.06563,0.31457,0.448873,0.395973,0.62565,0.167641,0.149733,0.249513,0.52583,0.582418,0.071956,0.726619,0.448454,0.526496,0.165493,0.263717,0.112116,0.668593,0.671642,0.241852,0.497336,0.414802,0.059603,0.379139,0.835206,0.666667,0
0.333333,0.013699,0.070423,0.441109,0.130435,0.142857,0.037736,0.05303,0.04902,0.065041,0.054545,0.131579,0.145299,0.052632,0.4,0,0.142857,0.366667,0.132653,0.102493,0.502555,0.216301,0,0,0.732993,0.756477,0.70669,0.759931,0.392384,0.580589,0.550336,0.487002,0.460039,0.42246,0.491228,0.638376,0.600733,0.660517,0.618705,0.546392,0.577778,0.297535,0.720354,0.081374,0.818882,0.453358,0.274443,0.412078,0.585198,0.43543,0.468543,0.835206,0.666667,0
0.458333,0.506849,0.169014,0.43649,0.2,0.191837,0.018868,0.030303,0.078431,0.097561,0.090909,0.157895,0.111111,0.140351,0.266667,0.108108,0.190476,0.216667,0.122449,0.152355,0.522998,0.242947,0,0,0.506803,0.233161,0.64494,0.046632,0.397351,0.42461,0.449664,0.197574,0.506823,0.461676,0.557505,0.51476,0.501832,0.54428,0.52518,0.467354,0.492308,0.373239,0.518584,0.240506,0.279383,0.402985,0.576329,0.447602,0.45611,0.317881,0.432119,0.835206,0.666667,0
0.166667,0.452055,0.43662,0.26097,0.2,0.183673,0,0.007576,0.088235,0.089431,0.181818,0.201754,0.042735,0.105263,0.033333,0.081081,0.142857,0.316667,0.112245,0.149584,0.536627,0.203762,0,0,0.360544,0.298791,0.327616,0.341969,0.589404,0.440208,0.463087,0.185442,0.580897,0.57754,0.491228,0.498155,0.510989,0.392989,0.269784,0.372852,0.331624,0.616197,0.587611,0.745027,0.421965,0.548507,0.370497,0.486679,0.466437,0.231788,0.496689,0.835206,0.666667,0
0.208333,0.09589,0.549296,0.545035,0.286957,0.302041,0.226415,0.219697,0.196078,0.219512,0.145455,0.210526,0.102564,0.22807,0.2,0.054054,0.190476,0.366667,0.234694,0.271468,0.429302,0.296238,0,0,0.530612,0.687392,0.171527,0.765112,0.294702,0.310225,0.291946,0.376083,0.161793,0.183601,0.074074,0.199262,0.214286,0.330258,0.370504,0.341924,0.350427,0.410211,0.286726,0.358047,0.535645,0.335821,0.25729,0.202487,0.258176,0.731788,0.339404,0.835206,0.666667,0
0.25,0.465753,0.43662,0.658199,0.330435,0.338776,0.113208,0.128788,0.22549,0.219512,0.181818,0.333333,0.119658,0.175439,0.166667,0.108108,0.238095,0.266667,0.204082,0.288089,0.512777,0.347962,0.038961,0,0.348639,0.283247,0.327616,0.331606,0.180464,0.2513,0.246644,0.311958,0.331384,0.299465,0.335283,0.177122,0.20696,0.129151,0.251799,0.156357,0.17265,0.355634,0.419469,0.410488,0.368015,0.29291,0.487136,0.262877,0.239243,0.38245,0.259934,0.479401,0.666667,0
0.5,0.493151,0.239437,0.438799,0.217391,0.216327,0.113208,0.151515,0.107843,0.121951,0.254545,0.254386,0.111111,0.192982,0.233333,0.108108,0.142857,0.4,0.132653,0.185596,0.529813,0.289969,0.025974,0,0.481293,0.248705,0.586621,0.143351,0.39404,0.415945,0.417785,0.253033,0.317739,0.269162,0.395712,0.405904,0.441392,0.304428,0.192446,0.266323,0.213675,0.360915,0.348673,0.273056,0.323699,0.516791,0.193825,0.433393,0.39759,0.27649,0.342715,0.573034,0.666667,0
0.5,0.657534,0.253521,0.496536,0.226087,0.228571,0.301887,0.265152,0.04902,0.056911,0.163636,0.236842,0.076923,0.070175,0.133333,0.081081,0.047619,0.283333,0.061224,0.202216,0.589438,0.266458,0.012987,0,0.341837,0.093264,0.569468,0.079447,0.336093,0.39688,0.389262,0.284229,0.066277,0.131907,0.02729,0.653137,0.677656,0.431734,0.309353,0.292096,0.297436,0.47007,0.686726,0.531646,0.396917,0.742537,0.457976,0.655417,0.36833,0.054636,0.384106,0.674157,0.666667,1
0.458333,0.328767,0.422535,0.244804,0.13913,0.15102,0.056604,0.068182,0.068627,0.081301,0.036364,0.087719,0.034188,0.070175,0.1,0.027027,0.142857,0.133333,0.081633,0.121884,0.502555,0.152038,0,0,0.465986,0.417962,0.35506,0.466321,0.610927,0.551127,0.541946,0.37435,0.421053,0.404635,0.208577,0.5369,0.565934,0.333948,0.696043,0.647766,0.661538,0.642606,0.679646,0.616637,0.657033,0.527985,0.71012,0.561279,0.535284,0.440397,0.600993,0.835206,0.666667,0
0.333333,0.013699,0.042254,0.161663,0.130435,0.114286,0.150943,0.075758,0,0,0,0.04386,0.025641,0.175439,0.1,0,0,0.166667,0.05102,0.105263,0.497445,0.106583,0,0,0.741497,0.756477,0.734134,0.699482,0.677152,0.580589,0.600671,0.067591,0.288499,0.385027,0.005848,0.800738,0.800366,0.800738,0.785971,0.738832,0.745299,0.721831,0.376991,0.670886,0.818882,0.804104,0.660377,0.701599,0.583477,0.478477,0.678808,0.835206,0.666667,0
0.541667,0.493151,0.521127,0.484988,0.208696,0.236735,0.150943,0.174242,0.068627,0.065041,0.127273,0.122807,0.051282,0.087719,0.166667,0.054054,0.190476,0.3,0.071429,0.174515,0.46167,0.213166,0,0,0.234694,0.248705,0.200686,0.393782,0.346026,0.417678,0.377517,0.545927,0.28655,0.240642,0.366472,0.553506,0.620879,0.04059,0.399281,0.56701,0.516239,0.568662,0.672566,0.466546,0.547206,0.36194,0.421955,0.62167,0.418244,0.683775,0.47351,0.835206,0.666667,0
0.541667,0.068493,0.112676,0.295612,0.147826,0.195918,0.075472,0.090909,0.117647,0.121951,0.127273,0.140351,0.128205,0.087719,0.1,0.081081,0.095238,0.233333,0.091837,0.135734,0.480409,0.211599,0,0,0.70068,0.716753,0.686106,0.55095,0.548013,0.540728,0.446309,0.708839,0.389864,0.354724,0.401559,0.396679,0.406593,0.402214,0.404676,0.510309,0.490598,0.330986,0.630088,0.632911,0.408478,0.580224,0.554031,0.538188,0.502582,0.600993,0.476821,0.835206,0.666667,0
0.583333,0.246575,0.169014,0.277136,0.078261,0.069388,0,0,0.039216,0.056911,0.163636,0.140351,0.042735,0.087719,0.033333,0.108108,0.095238,0.283333,0.071429,0.063712,0.528109,0.145768,0,0,0.622449,0.521589,0.64494,0.210708,0.56457,0.667244,0.677852,0.062392,0.60039,0.680927,0.60039,0.667897,0.661172,0.649446,0.316547,0.530928,0.464957,0.619718,0.665487,0.737794,0.356455,0.625,0.457976,0.641208,0.672978,0.286424,0.612583,0.835206,0.666667,0
0.5,0.780822,0.352113,0.674365,0.278261,0.326531,0.188679,0.212121,0.107843,0.138211,0.218182,0.175439,0.179487,0.192982,0.5,0.108108,0.238095,0.366667,0.173469,0.235457,0.611584,0.355799,0,0,0.001701,0.02418,0.428816,0.117444,0.173841,0.325823,0.253356,0.641248,0.202729,0.185383,0.269006,0.413284,0.373626,0.560886,0.217626,0.420962,0.335043,0.225352,0.346903,0.027125,0.285164,0.261194,0.255575,0.312611,0.314974,0.024834,0.248344,0.835206,0.666667,0
0.125,0.191781,0.830986,0.741339,0.669565,0.697959,0.150943,0.166667,0.294118,0.325203,0.290909,0.350877,0.188034,0.473684,0.233333,0.189189,0.52381,0.5,0.306122,0.531856,0.458262,0.518809,0.103896,0,0.234694,0.594128,0.006861,0.747841,0.120861,0.029463,0.016779,0.350087,0.263158,0.245989,0.220273,0.103321,0.09707,0.400369,0.140288,0.139175,0.126496,0.216549,0.042478,0.267631,0.144509,0.033582,0.044597,0.122558,0.037866,0.693709,0.099338,0.269663,0.666667,0
0.5,0.082192,0.056338,0.30485,0.156522,0.183673,0.075472,0.128788,0.039216,0.03252,0,0.070175,0.102564,0.070175,0.066667,0.027027,0,0.066667,0.020408,0.121884,0.540034,0.15674,0,0,0.715986,0.702936,0.722127,0.210708,0.536424,0.512998,0.468121,0.615251,0.380117,0.297683,0.520468,0.686347,0.736264,0,0.785971,0.685567,0.728205,0.390845,0.690265,0.696203,0.668593,0.804104,0.751286,0.769094,0.526678,0.218543,0.594371,0.835206,0.666667,0
0.416667,0.452055,0.338028,0.443418,0.217391,0.261224,0.283019,0.310606,0.068627,0.081301,0.054545,0.166667,0.051282,0.122807,0.166667,0.108108,0.095238,0.3,0.102041,0.199446,0.516184,0.23511,0,0,0.438776,0.298791,0.451115,0.246978,0.390728,0.412478,0.347315,0.64818,0.097466,0.083779,0.245614,0.560886,0.545788,0.54428,0.660072,0.441581,0.505983,0.580986,0.568142,0.424955,0.352601,0.632463,0.41681,0.516874,0.375215,0.357616,0.440397,0.835206,0.666667,1
0.583333,0.671233,0.43662,0.655889,0.269565,0.293878,0.358491,0.333333,0.04902,0.065041,0.036364,0.192982,0.282051,0.22807,0.2,0.027027,0.047619,0.366667,0.122449,0.238227,0.562181,0.308777,0,0,0.088435,0.081174,0.327616,0.2038,0.182119,0.336222,0.300336,0.476603,0.021442,0.060606,0.040936,0.649446,0.624542,0.634686,0.69964,0.386598,0.468376,0.102113,0.283186,0.347197,0.653179,0.768657,0.264151,0.454707,0.309811,0.120861,0.312914,0.835206,0.666667,0
0.166667,0.630137,0.492958,0.815242,0.452174,0.481633,0.188679,0.204545,0.215686,0.243902,0.072727,0.236842,0.555556,0.385965,0.6,0.054054,0.428571,0.366667,0.285714,0.379501,0.586031,0.520376,0.090909,0,0.054422,0.110535,0.229846,0.259067,0.05298,0.126516,0.112416,0.398614,0.212476,0.203209,0.212476,0.178967,0.17033,0.464945,0.589928,0.300687,0.369231,0.02993,0.090265,0.009042,0.510597,0.06903,0.245283,0.14032,0.135972,0.069536,0.097682,0.307116,0.666667,0
0.458333,0.383562,0.464789,0.632794,0.33913,0.346939,0.320755,0.318182,0.156863,0.162602,0.090909,0.359649,0.145299,0.192982,0.233333,0.135135,0.095238,0.3,0.183673,0.310249,0.546848,0.373041,0.012987,0,0.391156,0.364421,0.283019,0.442142,0.213576,0.227036,0.22651,0.294627,0.046784,0.081996,0.101365,0.278598,0.294872,0.243542,0.546763,0.134021,0.196581,0.292254,0.332743,0.321881,0.258189,0.610075,0.428816,0.287744,0.211704,0.190397,0.225166,0.674157,0.666667,0
0.375,0.041096,0.014085,0.08545,0.069565,0.061224,0,0,0.04902,0.081301,0.090909,0.070175,0.025641,0.052632,0,0.081081,0.238095,0.083333,0.081633,0.055402,0.599659,0.105016,0,0,0.741497,0.732297,0.758148,0.053541,0.736755,0.689775,0.689597,0.162912,0.60039,0.680927,0.60039,0.638376,0.545788,0.732472,0.510791,0.695876,0.663248,0.721831,0.750442,0.78481,0.468208,0.272388,0.740995,0.603908,0.683305,0.034768,0.68543,0.835206,0.666667,0
0.5,0.369863,0.197183,0.466513,0.173913,0.2,0.188679,0.219697,0.058824,0.065041,0.163636,0.315789,0.102564,0.175439,0.166667,0,0.095238,0.35,0.091837,0.155125,0.50937,0.246082,0.038961,0,0.557823,0.378238,0.620926,0.170984,0.36755,0.480069,0.436242,0.613518,0.192982,0.181818,0.226121,0.610701,0.608059,0.560886,0.30036,0.170103,0.2,0.383803,0.376991,0.444846,0.768786,0.570896,0.283019,0.545293,0.449225,0.399007,0.422185,0.479401,0.666667,0
0.375,0.260274,0.549296,0.706697,0.434783,0.514286,0.264151,0.318182,0.254902,0.252033,0.072727,0.201754,0.564103,0.508772,0.3,0.054054,0.238095,0.433333,0.244898,0.387812,0.425894,0.46395,0.155844,0,0.42517,0.499136,0.171527,0.621762,0.153974,0.140381,0.088926,0.630849,0.128655,0.076649,0.378168,0.149446,0.168498,0.108856,0.604317,0.376289,0.434188,0.028169,0.028319,0.175407,0.576108,0.304104,0.132075,0.181172,0.125645,0.736755,0.13245,0.194757,0.666667,0
0.25,0.479452,0.633803,0.926097,0.791304,0.820408,0.320755,0.356061,0.421569,0.439024,0.109091,0.263158,0.478632,0.561404,0.7,0.081081,0.333333,0.416667,0.489796,0.66759,0.473595,0.675549,0.12987,0,0.088435,0.274611,0.099485,0.481865,0,0.006932,0,0.34662,0.042885,0.02852,0.239766,0.053506,0.045788,0.273063,0.485612,0.252577,0.311111,0.040493,0.019469,0.003617,0.433526,0.104478,0.145798,0.033748,0.012048,0.630795,0.018212,0.228464,0.666667,0
0.583333,0.027397,0.028169,0.127021,0.043478,0.053061,0,0.022727,0,0,0,0.070175,0.025641,0,0,0,0,0.216667,0,0.027701,0.55707,0.0721,0,0,0.741497,0.744387,0.747856,0.369603,0.705298,0.734835,0.713087,0.615251,0.60039,0.504456,0.60039,0.800738,0.800366,0.800738,0.785971,0.695876,0.731624,0.721831,0.782301,0.78481,0.818882,0.804104,0.590051,0.786856,0.738382,0.135762,0.726821,0.835206,0.666667,0
0.291667,0.068493,0.239437,0.161663,0.086957,0.110204,0,0.037879,0.039216,0.056911,0.054545,0.061404,0.094017,0.140351,0.066667,0.027027,0.047619,0.116667,0.05102,0.063712,0.517888,0.122257,0,0,0.664966,0.716753,0.586621,0.727116,0.678808,0.662045,0.607383,0.707106,0.545809,0.458111,0.590643,0.706642,0.668498,0.721402,0.625899,0.71134,0.695726,0.419014,0.492035,0.685353,0.628131,0.759328,0.727273,0.717584,0.671256,0.349338,0.662252,0.835206,0.666667,0
0.333333,0.60274,0.211268,0.39261,0.217391,0.261224,0.207547,0.257576,0.058824,0.056911,0.054545,0.114035,0.162393,0.210526,0.166667,0.027027,0.047619,0.316667,0.122449,0.188366,0.53322,0.224138,0.012987,0,0.404762,0.126079,0.608919,0.063903,0.44702,0.405546,0.352349,0.627383,0.183236,0.139037,0.374269,0.588561,0.642857,0.193727,0.667266,0.608247,0.620513,0.262324,0.325664,0.439421,0.732177,0.714552,0.349914,0.465364,0.395869,0.253311,0.458609,0.674157,0.666667,0
0.583333,0.547945,0.492958,0.3903,0.269565,0.244898,0,0,0.088235,0.121951,0.345455,0.263158,0.025641,0.157895,0.133333,0.189189,0.285714,0.416667,0.132653,0.196676,0.526405,0.286834,0.038961,0,0.204082,0.181347,0.229846,0.302245,0.450331,0.334489,0.375839,0.10052,0.60039,0.670232,0.60039,0.487085,0.428571,0.664207,0.106115,0.242268,0.167521,0.698944,0.430088,0.524412,0.134875,0.154851,0.174957,0.412078,0.3821,0.299669,0.350993,0.479401,0.666667,0
0.333333,0.60274,0.380282,0.505774,0.286957,0.261224,0,0,0.156863,0.170732,0.309091,0.263158,0.034188,0.140351,0.133333,0.108108,0.238095,0.433333,0.173469,0.224377,0.531516,0.282132,0.038961,0,0.282313,0.126079,0.397942,0.193437,0.321192,0.320624,0.354027,0.126516,0.60039,0.680927,0.60039,0.291513,0.289377,0.315498,0.124101,0.249141,0.179487,0.665493,0.507965,0.553345,0.371869,0.283582,0.128645,0.307282,0.330465,0.266556,0.362583,0.479401,0.666667,0
0.375,0.630137,0.408451,0.699769,0.469565,0.355102,0,0.007576,0.372549,0.439024,0.345455,0.5,0.17094,0.315789,0.366667,0.27027,0.333333,0.533333,0.44898,0.401662,0.596252,0.525078,0.181818,0,0.204082,0.110535,0.368782,0.202073,0.155629,0.117851,0.214765,0.012132,0.588694,0.572193,0.539961,0.066421,0.047619,0.50369,0.098921,0.060137,0.064957,0.25,0.148673,0.103074,0.094412,0.097015,0.027444,0.049734,0.110155,0.041391,0.092715,0.179775,0.666667,0
0.458333,0.657534,0.323944,0.491917,0.165217,0.138776,0,0,0.078431,0.081301,0.309091,0.245614,0.08547,0.140351,0.2,0.108108,0.190476,0.5,0.173469,0.127424,0.597956,0.250784,0.012987,0,0.282313,0.093264,0.476844,0.148532,0.34106,0.490468,0.558725,0.036395,0.60039,0.680927,0.60039,0.523985,0.542125,0.392989,0.129496,0.283505,0.201709,0.455986,0.520354,0.368897,0.290944,0.429104,0.053173,0.310835,0.516351,0.036424,0.412252,0.674157,0.666667,0
0.291667,0.191781,0.704225,0.729792,0.556522,0.595918,0.301887,0.318182,0.284314,0.292683,0.072727,0.201754,0.102564,0.245614,0.233333,0.081081,0.238095,0.383333,0.27551,0.481994,0.448041,0.410658,0,0,0.360544,0.594128,0.042882,0.735751,0.134106,0.07279,0.050336,0.419411,0.05653,0.074866,0.152047,0.114391,0.124542,0.197417,0.584532,0.364261,0.418803,0.403169,0.224779,0.300181,0.462428,0.300373,0.243568,0.16341,0.063683,0.711921,0.180464,0.835206,0.666667,0
